"prob_id","raw_deepseek_ocr","raw_deepseek_ocr2"
"2025_odd_common_11","<|ref|>text<|/ref|><|det|>[[53, 70, 950, 255]]<|/det|>
11. 시각 \(t=0\)일 때 출발하여 수직선 위를 움직이는 점 P의
시각 \(t(t \ge 0)\)에서의 위치 \(x\)가 

<|ref|>equation<|/ref|><|det|>[[172, 355, 432, 483]]<|/det|>
\[x = t^3 - \frac{3}{2}t^2 - 6t\]

<|ref|>text<|/ref|><|det|>[[87, 584, 912, 760]]<|/det|>
이다. 출발한 후 점 P의 운동 방향이 바뀌는 시각에서의
점 P의 가속도는? [4점] 

<|ref|>text<|/ref|><|det|>[[81, 852, 166, 917]]<|/det|>
① 6 

<|ref|>text<|/ref|><|det|>[[268, 852, 344, 917]]<|/det|>
② 9 

<|ref|>text<|/ref|><|det|>[[448, 852, 540, 917]]<|/det|>
③ 12 

<|ref|>text<|/ref|><|det|>[[630, 852, 720, 917]]<|/det|>
④ 15 

<|ref|>text<|/ref|><|det|>[[813, 852, 902, 917]]<|/det|>
⑤ 18","<|ref|>text<|/ref|><|det|>[[48, 70, 952, 255]]<|/det|>
11. 시각 t=0일 때 출발하여 수직선 위를 움직이는 점 P의 시각  \( t(t \geq 0) \) 에서의 위치 x가 

<|ref|>equation<|/ref|><|det|>[[172, 356, 426, 489]]<|/det|>
\[x = t^3 - \frac{3}{2}t^2 - 6t\]

<|ref|>text<|/ref|><|det|>[[85, 585, 913, 770]]<|/det|>
이다. 출발한 후 점 P의 운동 방향이 바뀌는 시각에서의 점 P의 가속도는? [4점] 

<|ref|>text<|/ref|><|det|>[[85, 857, 167, 930]]<|/det|>
① 6 

<|ref|>text<|/ref|><|det|>[[266, 857, 345, 930]]<|/det|>
② 9 

<|ref|>text<|/ref|><|det|>[[449, 857, 540, 930]]<|/det|>
③ 12 

<|ref|>text<|/ref|><|det|>[[632, 857, 724, 930]]<|/det|>
④ 15 

<|ref|>text<|/ref|><|det|>[[814, 857, 903, 930]]<|/det|>
⑤ 18"
"2025_odd_common_12","<|ref|>text<|/ref|><|det|>[[43, 66, 884, 250]]<|/det|>
12. \(a_1 = 2\) 인 수열 \(\{a_n\}\)과 \(b_1 = 2\) 인 등차수열 \(\{b_n\}\)이
모든 자연수 \(n\)에 대하여 

<|ref|>equation<|/ref|><|det|>[[170, 352, 435, 500]]<|/det|>
\[\sum_{k=1}^{n} \frac{a_k}{b_{k+1}} = \frac{1}{2} n^2\]

<|ref|>text<|/ref|><|det|>[[81, 600, 660, 760]]<|/det|>
을 만족시킬 때, \(\sum_{k=1}^{5} a_k\)의 값은? [4점] 

<|ref|>text<|/ref|><|det|>[[75, 850, 950, 920]]<|/det|>
① 120 ② 125 ③ 130 ④ 135 ⑤ 140","<|ref|>text<|/ref|><|det|>[[37, 66, 881, 255]]<|/det|>
12.  \( a_{1}=2 \)  이 수열  \( \{a_{n}\} \)  과  \( b_{1}=2 \)  이 등차수열  \( \{b_{n}\} \)  이 모든 자연수 n에 대하여

<|ref|>equation<|/ref|><|det|>[[166, 352, 430, 514]]<|/det|>
 \[ \sum_{k=1}^{n}\frac{a_{k}}{b_{k+1}}=\frac{1}{2}n^{2} \] 

<|ref|>text<|/ref|><|det|>[[75, 610, 650, 765]]<|/det|>
을 만족시킬 때,  \( \sum_{k=1}^{5}a_{k} \)  의 값은? [4점]

<|ref|>text<|/ref|><|det|>[[72, 853, 950, 925]]<|/det|>
① 120 ② 125 ③ 130 ④ 135 ⑤ 140"
"2025_odd_common_13","<|ref|>sub_title<|/ref|><|det|>[[52, 55, 707, 120]]<|/det|>
13. 최고차항의 계수가 1인 삼차함수 \(f(x)\)가 

<|ref|>equation<|/ref|><|det|>[[168, 195, 592, 260]]<|/det|>
\[f(1) = f(2) = 0, \quad f'(0) = -7\]

<|ref|>text<|/ref|><|det|>[[85, 328, 960, 732]]<|/det|>
을 만족시킨다. 원점 \(O\)와 점 \(P(3, f(3))\)에 대하여 선분 OP가
곡선 \(y = f(x)\)와 만나는 점 중 P가 아닌 점을 Q라 하자.
곡선 \(y = f(x)\)와 \(y\)축 및 선분 OQ로 둘러싸인 부분의 넓이를 \(A\),
곡선 \(y = f(x)\)와 선분 PQ로 둘러싸인 부분의 넓이를 \(B\)라 할 때,
\(B - A\)의 값은? [4점] 

<|ref|>text<|/ref|><|det|>[[81, 808, 884, 930]]<|/det|>
① \(\frac{37}{4}\) ② \(\frac{39}{4}\) ③ \(\frac{41}{4}\) ④ \(\frac{43}{4}\) ⑤ \(\frac{45}{4}\)","<|ref|>text<|/ref|><|det|>[[49, 50, 707, 118]]<|/det|>
13. 최고차항의 계수가 1인 삼차함수  \( f(x) \) 가 

<|ref|>equation<|/ref|><|det|>[[167, 193, 593, 264]]<|/det|>
\[f(1) = f(2) = 0, \quad f'(0) = -7\]

<|ref|>text<|/ref|><|det|>[[85, 324, 963, 440]]<|/det|>
을 만족시킨다. 원점 O와 점 P(3, \(f(3)\))에 대하여 선분 OP가
곡선 \(y = f(x)\)와 만나는 점 중 P가 아닌 점을 Q라 하자. 

<|ref|>text<|/ref|><|det|>[[85, 496, 967, 564]]<|/det|>
곡선 \(y = f(x)\)와 \(y\)축 및 선분 OQ로 둘러싸인 부분의 넓이를 A, 

<|ref|>text<|/ref|><|det|>[[85, 581, 967, 650]]<|/det|>
곡선 \(y = f(x)\)와 선분 PQ로 둘러싸인 부분의 넓이를 B라 할 때, 

<|ref|>text<|/ref|><|det|>[[85, 666, 394, 732]]<|/det|>
B - A의 값은? [4점] 

<|ref|>text<|/ref|><|det|>[[85, 804, 142, 900]]<|/det|>
① \(\frac{37}{4}\) 

<|ref|>text<|/ref|><|det|>[[259, 803, 316, 900]]<|/det|>
② \(\frac{39}{4}\) 

<|ref|>text<|/ref|><|det|>[[433, 803, 490, 900]]<|/det|>
③ \(\frac{41}{4}\) 

<|ref|>text<|/ref|><|det|>[[607, 803, 664, 900]]<|/det|>
④ \(\frac{43}{4}\) 

<|ref|>text<|/ref|><|det|>[[782, 803, 839, 900]]<|/det|>
⑤ \(\frac{45}{4}\)"
"2025_odd_common_14","<|ref|>text<|/ref|><|det|>[[39, 46, 952, 335]]<|/det|>
14. 그림과 같이 삼각형 ABC에서 선분 AB 위에 \(\overline{AD} : \overline{DB} = 3 : 2\) 인 점 D를 잡고, 점 A를 중심으로 하고 점 D를 지나는 원을 O, 원 O와 선분 AC가 만나는 점을 E라 하자.
\(\sin A : \sin C = 8 : 5\)이고, 삼각형 ADE와 삼각형 ABC의 넓이의 비가 9 : 35이다. 삼각형 ABC의 외접원의 반지름의 길이가 7일 때, 원 O 위의 점 P에 대하여 삼각형 PBC의 넓이의 최댓값은?
(단, \(\overline{AB} < \overline{AC}\)) [4점] 

<|ref|>image<|/ref|><|det|>[[245, 415, 780, 789]]<|/det|>
 

<|ref|>text<|/ref|><|det|>[[70, 850, 225, 890]]<|/det|>
① \(18 + 15\sqrt{3}\) 

<|ref|>text<|/ref|><|det|>[[70, 902, 275, 941]]<|/det|>
④ \(36 + 30\sqrt{3}\) 

<|ref|>text<|/ref|><|det|>[[364, 850, 570, 890]]<|/det|>
② \(24 + 20\sqrt{3}\) 

<|ref|>text<|/ref|><|det|>[[364, 901, 570, 941]]<|/det|>
⑤ \(42 + 35\sqrt{3}\) 

<|ref|>text<|/ref|><|det|>[[655, 850, 860, 890]]<|/det|>
③ \(30 + 25\sqrt{3}\)","<|ref|>text<|/ref|><|det|>[[36, 48, 955, 150]]<|/det|>
14. 그림과 같이 삼각형 ABC에서 선분 AB 위에 AD : DB = 3 : 2인 점 D를 잡고, 점 A를 중심으로 하고 점 D를 지나는 원을 O, 원 O와 선분 AC가 만나는 점을 E라 하자.

<|ref|>text<|/ref|><|det|>[[64, 185, 955, 357]]<|/det|>
sinA:sinC=8:5이고, 삼각형 ADE와 삼각형 ABC의 넓이의
비가 9:35이다. 삼각형 ABC의 외접원의 반지름의 길이가 7일 때,
원 O 위의 점 P 에 대하여 삼각형 PBC의 넓이의 최댓값은?
(단,  \( \overline{AB} < \overline{AC} \) ) [4점]

<|ref|>image<|/ref|><|det|>[[246, 415, 777, 781]]<|/det|>


<|ref|>text<|/ref|><|det|>[[65, 846, 860, 931]]<|/det|>
①  \( 18 + 15\sqrt{3} \)  ②  \( 24 + 20\sqrt{3} \)  ③  \( 30 + 25\sqrt{3} \) 
④  \( 36 + 30\sqrt{3} \)  ⑤  \( 42 + 35\sqrt{3} \)"
"2025_odd_common_15","<|ref|>text<|/ref|><|det|>[[50, 58, 958, 170]]<|/det|>
15. 상수 \(a(a \neq 3\sqrt{5})\)와 최고차항의 계수가 음수인 이차함수
\(f(x)\)에 대하여 함수 

<|ref|>equation<|/ref|><|det|>[[170, 222, 723, 362]]<|/det|>
\[g(x) = \begin{cases} x^3 + ax^2 + 15x + 7 & (x \leq 0) \\ f(x) & (x > 0) \end{cases}\]

<|ref|>text<|/ref|><|det|>[[84, 420, 491, 466]]<|/det|>
이 다음 조건을 만족시킨다. 

<|ref|>text<|/ref|><|det|>[[114, 545, 911, 707]]<|/det|>
(가) 함수 \(g(x)\)는 실수 전체의 집합에서 미분가능하다.
(나) \(x\)에 대한 방정식 \(g'(x) \times g'(x-4) = 0\)의 서로 다른
실근의 개수는 4이다. 

<|ref|>text<|/ref|><|det|>[[84, 787, 496, 833]]<|/det|>
\(g(-2) + g(2)\)의 값은? [4점]","<|ref|>text<|/ref|><|det|>[[48, 50, 952, 167]]<|/det|>
15. 상수  \( a(a \neq 3\sqrt{5}) \) 와 최고차항의 계수가 음수인 이차함수  \( f(x) \) 에 대하여 함수

<|ref|>equation<|/ref|><|det|>[[166, 217, 718, 361]]<|/det|>
 \[ g(x)=\left\{\begin{aligned}&x^{3}+ax^{2}+15x+7&(x\leq0)\\ &f(x)&(x>0)\end{aligned}\right. \] 

<|ref|>text<|/ref|><|det|>[[82, 416, 486, 465]]<|/det|>
이 다음 조건을 만족시킨다.

<|ref|>text<|/ref|><|det|>[[110, 542, 910, 590]]<|/det|>
(가) 함수  \( g(x) \) 는 실수 전체의 집합에서 미분가능하다.

<|ref|>text<|/ref|><|det|>[[110, 600, 928, 709]]<|/det|>
(나) x에 대한 방정식  \( g'(x) \times g'(x-4) = 0 \) 의 서로 다른 실근의 개수는 4이다.

<|ref|>text<|/ref|><|det|>[[81, 789, 490, 839]]<|/det|>
 \( g(-2) + g(2) \) 의 값은? [4점]

<|ref|>text<|/ref|><|det|>[[78, 884, 896, 930]]<|/det|>
① 30 ② 32 ③ 34 ④ 36 ⑤ 38"
"2025_odd_common_16","<|ref|>sub_title<|/ref|><|det|>[[55, 75, 273, 210]]<|/det|>
16. 방정식 

<|ref|>equation<|/ref|><|det|>[[207, 440, 670, 580]]<|/det|>
\[
\log_2(x-3) = \log_4(3x-5)
\]

<|ref|>text<|/ref|><|det|>[[99, 732, 953, 881]]<|/det|>
를 만족시키는 실수 \(x\)의 값을 구하시오. [3점]","<|ref|>text<|/ref|><|det|>[[48, 74, 270, 220]]<|/det|>
16. 방정식

<|ref|>equation<|/ref|><|det|>[[202, 430, 666, 592]]<|/det|>
 \[ \log_{2}(x-3)=\log_{4}(3x-5) \] 

<|ref|>text<|/ref|><|det|>[[95, 774, 951, 930]]<|/det|>
를 만족시키는 실수 x 의 값을 구하시오. [3점]"
"2025_odd_common_17","<|ref|>text<|/ref|><|det|>[[40, 0, 960, 636]]<|/det|>
17. 다항함수 \(f(x)\)에 대하여 \(f'(x) = 9x^2 + 4x\)이고 \(f(1) = 6\)일 때, \(f(2)\)의 값을 구하시오. [3점]","<|ref|>text<|/ref|><|det|>[[35, 0, 960, 373]]<|/det|>
17. 다항식 \(f(x)\)에 대하여 \(f'(x) = 9x^2 + 4x\)이고 \(f(1) = 6\)일 때, \(f(2)\)의 값을 구하시오. [3점] 

<|ref|>text<|/ref|><|det|>[[71, 453, 479, 700]]<|/det|>"
"2025_odd_common_18","<|ref|>text<|/ref|><|det|>[[58, 70, 830, 199]]<|/det|>
18. 수열 {a_n}이 모든 자연수 n에 대하여 

<|ref|>equation<|/ref|><|det|>[[202, 370, 480, 476]]<|/det|>
\[a_n + a_{n+4} = 12\]

<|ref|>text<|/ref|><|det|>[[97, 630, 941, 884]]<|/det|>
를 만족시킬 때, \(\sum_{n=1}^{16} a_n\)의 값을 구하시오. [3점]","<|ref|>text<|/ref|><|det|>[[50, 61, 835, 220]]<|/det|>
18. 수열  \( \{a_{n}\} \)  이 모든 자연수 n에 대하여

<|ref|>equation<|/ref|><|det|>[[200, 363, 476, 490]]<|/det|>
 \[ a_{n}+a_{n+4}=12 \] 

<|ref|>text<|/ref|><|det|>[[95, 650, 940, 920]]<|/det|>
를 만족시킬 때,  \( \sum_{n=1}^{16}a_{n} \)  의 값을 구하시오. [3점]"
"2025_odd_common_19","<|ref|>text<|/ref|><|det|>[[55, 45, 604, 160]]<|/det|>
19. 양수 \(a\)에 대하여 함수 \(f(x)\)를 

<|ref|>equation<|/ref|><|det|>[[180, 304, 580, 420]]<|/det|>
\[f(x) = 2x^3 - 3ax^2 - 12a^2x\]

<|ref|>text<|/ref|><|det|>[[90, 571, 945, 920]]<|/det|>
라 하자. 함수 \(f(x)\)의 극댓값이 \(\frac{7}{27}\)일 때, \(f(3)\)의 값을 구하시오. [3점]","<|ref|>text<|/ref|><|det|>[[48, 36, 600, 160]]<|/det|>
19. 양수 a에 대하여 합수 f(x)를 

<|ref|>equation<|/ref|><|det|>[[181, 310, 583, 432]]<|/det|>
\[
f(x) = 2x^3 - 3ax^2 - 12a^2x
\]

<|ref|>text<|/ref|><|det|>[[90, 580, 949, 950]]<|/det|>
라 하자. 합수 f(x)의 극댓값이 \(\frac{7}{27}\)일 때, f(3)의 값을 구하시오. [3점]"
"2025_odd_common_20","<|ref|>text<|/ref|><|det|>[[40, 50, 950, 355]]<|/det|>
20. 곡선 \(y = \left(\frac{1}{5}\right)^{x-3}\) 과 직선 \(y = x\)가 만나는 점의 \(x\) 좌표를 \(k\)라 하자. 실수 전체의 집합에서 정의된 함수 \(f(x)\)가 다음 조건을 만족시킨다. 

<|ref|>text<|/ref|><|det|>[[105, 465, 585, 530]]<|/det|>
\(x > k\)인 모든 실수 \(x\)에 대하여 

<|ref|>text<|/ref|><|det|>[[105, 550, 686, 688]]<|/det|>
\(f(x) = \left(\frac{1}{5}\right)^{x-3}\)이고 \(f(f(x)) = 3x\)이다. 

<|ref|>text<|/ref|><|det|>[[77, 800, 612, 931]]<|/det|>
\(f\left(\frac{1}{k^3 \times 5^{3k}}\right)\)의 값을 구하시오. [4점]","<|ref|>text<|/ref|><|det|>[[35, 50, 945, 355]]<|/det|>
20. 곡선  \( y=\left(\frac{1}{5}\right)^{x-3} \)  과 직선  \( y=x \)  가 만나는 점의 x 좌표를  \( k \) 라 하자. 실수 전체의 접합에서 정의된 함수  \( f(x) \) 가 다음 조건을 만족시킨다.

<|ref|>text<|/ref|><|det|>[[99, 460, 600, 533]]<|/det|>
x > k인 모든 실수 x에 대하여

<|ref|>text<|/ref|><|det|>[[99, 555, 682, 688]]<|/det|>
 \[ f(x)=\left(\frac{1}{5}\right)^{x-3}\text{이고}f(f(x))=3x\text{이다.} \] 

<|ref|>text<|/ref|><|det|>[[77, 793, 612, 940]]<|/det|>
 \[ f\left(\frac{1}{k^{3}\times5^{3k}}\right) \]"
"2025_odd_common_21","<|ref|>text<|/ref|><|det|>[[54, 70, 950, 440]]<|/det|>
21. 함수 \(f(x) = x^3 + ax^2 + bx + 4\)가 다음 조건을 만족시키도록
하는 두 정수 \(a, b\)에 대하여 \(f(1)\)의 최댓값을 구하시오. [4점] 

<|ref|>text<|/ref|><|det|>[[118, 625, 900, 884]]<|/det|>
모든 실수 \(\alpha\)에 대하여 \(\lim_{x \to \alpha} \frac{f(2x+1)}{f(x)}\)의 값이 존재한다.","<|ref|>text<|/ref|><|det|>[[50, 66, 955, 421]]<|/det|>
21. 함수  \( f(x)=x^{3}+ax^{2}+bx+4 \)  가 다음 조건을 만족시키도록 하는 두 정수 a, b 에 대하여  \( f(1) \) 의 최댓값을 구하시오. [4점]

<|ref|>text<|/ref|><|det|>[[110, 640, 900, 960]]<|/det|>
모든 실수  \( \alpha \) 에 대하여  \( \lim_{x \to \alpha} \frac{f(2x+1)}{f(x)} \) 의 값이 존재한다."
