"prob_id","GT","paddle","DeepSeek-OCR","DeepSeek-OCR2","GLM"
"2026_odd_common_11","11. 시각 $t=0$일  때  원점을  출발하여  수직선  위를  움직이는  점 $\mathrm{P}$가  있다. 실수 $k$에  대하여  시각이 $t(t\ge 0)$일  때  점 $\mathrm{P}$의  속도 $v(t)$가 $$v(t) = t^2 - kt + 4$$ 이다. <보기>에서  옳은  것만을  있는  대로  고른  것은?  [4점]  <보기> > ㄱ.  $k=0$이면, 시각 $t=1$일  때  점 $\mathrm{P}$의  위치는 $\frac{13}{3}$이다. > ㄴ.  $k=3$이면, 출발한  후  점 $\mathrm{P}$의  운동  방향이  한  번  바뀐다. > ㄷ.  $k=5$이면, 시각 $t=0$에서 $t=2$까지  점 $\mathrm{P}$가  움직인  거리는 $3$이다.  ①ㄱ  ②ㄱ, ㄴ  ③ㄱ, ㄷ  ④ㄴ, ㄷ  ⑤ㄱ, ㄴ, ㄷ","[run_paddle_ocr_single.py subprocess] timeout (300s)","11. 시각 \(t 0\)일 때 원점을 출발하여 수직선 위를 움직이는 점 P가 있다. 실수 \(k\)에 대하여 시각이 \(t(t \geq 0)\)일 때 점 P의 속도 \(v(t)\)가  \[ v(t) t^2 - kt + 4 \] 이다. <보기>에서 옳은 것만을 있는 대로 고른 것은? [4점]  <보기>  ㄱ. \(k 0\)이면, 시각 \(t 1\)일 때 점 P의 위치는 \(\frac{13}{3}\) 이다.  ㄴ. \(k 3\)이면, 출발한 후 점 P의 운동 방향이 한 번 바뀐다.  ㄷ. \(k 5\)이면, 시각 \(t 0\)에서 \(t 2\)까지 점 P가 움직인 거리는 3이다.","11. 시각 t 0일 때 원점을 출발하여 수직선 위를 움직이는 점 P가 있다. 실수 k에 대하여 시각이  \(t(t \geq 0)\) 일 때 점 P의 속도  \(v(t)\) 가 \[ v(t) t^{2}-k t+4 \]  이다. <보기>에서 옳은 것만을 있는 대로 고른 것은? [4점] ㄱ. k 0이면, 시각 t 1일 때 점 P의 위치는  \(\frac{13}{3}\)  이다. ㄴ. k 3이면, 출발한 후 점 P의 운동 방향이 한 번 바뀐다. ㄷ. k 5이면, 시각 t 0에서 t 2까지 점 P가 움직인 거리는 3이다. ① ㄱ ② ㄱ, ㄴ ③ ㄱ, ㄷ ④ ㄴ, ㄷ ⑤ ㄱ, ㄴ, ㄷ","[GLM-OCR error] CUDA out of memory. Tried to allocate 11.95 GiB. GPU 0 has a total capacity of 31.74 GiB of which 8.46 GiB is free. Process 1106375 has 370.00 MiB memory in use. Process 1106371 has 370.00 MiB memory in use. Process 1106373 has 370.00 MiB memory in use. Process 1248511 has 746.00 MiB memory in use. Process 1248514 has 2.04 GiB memory in use. Process 1248512 has 2.03 GiB memory in use. Process 1248513 has 2.04 GiB memory in use. Process 2272782 has 398.00 MiB memory in use. Process 2303771 has 14.96 GiB memory in use. Of the allocated memory 14.55 GiB is allocated by PyTorch, and 52.70 MiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting PYTORCH_ALLOC_CONF=expandable_segments:True to avoid fragmentation.  See documentation for Memory Management  (https://pytorch.org/docs/stable/notes/cuda.html#environment-variables)"
"2026_odd_common_12","12. 등비수열 $\{a_n\}$이 $$2(a_1 + a_4 + a_7) = a_4 + a_7 + a_{10} = 6$$을 만족시킬 때, $a_{10}$의 값은? [4점] ① $\dfrac{22}{7}$ ② $\dfrac{24}{7}$ ③ $\dfrac{26}{7}$ ④ $\dfrac{30}{7}$ ⑤ $\dfrac{32}{7}$","[run_paddle_ocr_single.py subprocess] timeout (300s)","12. 등비수열 {aₙ}⁰  \[ 2(a_1 + a_4 + a_7) a_4 + a_7 + a_{10} 6 \] 을 만족시킬 때, a₁₀의 값은? [4점]  ① \(\frac{22}{7}\) ② \(\frac{24}{7}\) ③ \(\frac{26}{7}\) ④ \(\frac{30}{7}\) ⑤ \(\frac{32}{7}\)","12. 등비수열  \(\{a_{n}\}\)  이  \[ 2(a_1 + a_4 + a_7) a_4 + a_7 + a_{10} 6 \] 을 만족시킬 때, \(a_{10}\) 의 값은? [4점]  ① \(\frac{22}{7}\)  ② \(\frac{24}{7}\)  ③ \(\frac{26}{7}\)  ④ \(\frac{30}{7}\)  ⑤ \(\frac{32}{7}\)","12. 등비수열 $\{a_{n}\}$ 이 $2\left(a_{1}+a_{4}+a_{7}\right)=a_{4}+a_{7}+a_{10}=6$ 을 만족시켜 메, $a_{10}$ 의 값은? [4점] $\textcircled{1}$ $\frac{22}{7}$ $\textcircled{2}$ $\frac{24}{7}$ $\textcircled{3}$ $\frac{26}{7}$ $\textcircled{4}$ $\frac{30}{7}$ $\textcircled{5}$ $\frac{32}{7}$<|user|>"
"2026_odd_common_13","13. 함수 $f(x)=x^2-4x-3$에  대하여  곡선 $y=f(x)$ 위의  점 $(1,-6)$에서의  접선을 $l$이라  하고, 함수 $g(x)=\left(x^3-2x\right)f(x)$에  대하여  곡선 $y=g(x)$ 위의  점 $(1,6)$에서의  접선을 $m$이라  하자. 두  직선 $l, m$과 $y$축으로  둘러싸인  도형의  넓이는? [4점] ① 21 ② 28 ③ 35 ④ 42 ⑤ 49","[run_paddle_ocr_single.py subprocess] timeout (300s)","13. 함수 \(f(x) x^2 - 4x - 3\)에 대하여  곡선 \(y f(x)\) 위의 점 \((1, -6)\)에서의 접선을 \(l\)이라 하고, 함수 \(g(x) (x^3-2x)f(x)\)에 대하여  곡선 \(y g(x)\) 위의 점 \((1, 6)\)에서의 접선을 \(m\)이라 하자. 두 직선 \(l, m\)과 \(y\)축으로 둘러싸인 도형의 넓이는? [4점]  ① 21  ② 28  ③ 35  ④ 42  ⑤ 49","13. 합수  \(f(x) x^{2} - 4x - 3\)  에 대하여 곡선  \(y f(x)\)  위의 점  \((1, -6)\) 에서의 접선을  \(l\) 이라 하고, 합수  \(g(x) (x^{3} - 2x)f(x)\) 에 대하여 곡선  \(y g(x)\)  위의 점  \((1, 6)\) 에서의 접선을  \(m\) 이라 하자. 두 직선 l, m과 y축으로 둘러싸인 도형의 넓이는? [4점] ① 21 ② 28 ③ 35 ④ 42 ⑤ 49","13. 함수 $ f ( x )=x^{2}-4 x-3 $에 대하여 곡선 $ y=f ( x ) $ 위의 점 (1,-6)에서의 점선을 $ l $이라 하고, 함수 $ g ( x )=\left( x^{3}-2 x \right) f ( x ) $에 대하여 곡선 $ y=g ( x ) $ 위의 점 (1,6)에서의 점선을 $ m $이라 하자. 두 점선 $ l $, $ m $과 $ y $축으로 돌려살인 도형의 넘이는? [4점] $\textcircled{1}$ 21 $\textcircled{2}$ 28 $\textcircled{3}$ 35 $\textcircled{4}$ 42 $\textcircled{5}$ 49<|user|>"
"2026_odd_common_14","14. 그림과  같이 $\overline{\mathrm{AB}} = 3, \overline{\mathrm{BC}} = 4$이고 $\angle B = \dfrac{\pi}{2}$인  직각삼각형 $\mathrm{ABC}$가  있다. 선분 $\mathrm{AB}$를 $2:1$로  내분하는  점을 $\mathrm{D}$, 점 $\mathrm{A}$를  중심으로  하고  반지름의  길이가 $\overline{\mathrm{AD}}$인  원이  선분 $\mathrm{AC}$와  만나는  점을 $\mathrm{E}$, 직선 $\mathrm{AB}$가  이  원과  만나는  점  중 $\mathrm{D}$가  아닌  점을 $\mathrm{F}$라  하고, 호 $\mathrm{EF}$ 위의  점 $\mathrm{G}$를 $\overline{\mathrm{CG}} = 2\sqrt{6}$이  되도록  잡는다. 세  점 $\mathrm{C, E, G}$를  지나는  원  위의  점 $\mathrm{H}$가 $\angle \mathrm{HCG} = \angle \mathrm{BAC}$을  만족시킬  때, 선분 $\mathrm{GH}$의  길이는? [4점] ① $\dfrac{6\sqrt{15}}{5}$ ② $\dfrac{38\sqrt{10}}{25}$ ③ $\dfrac{14\sqrt{3}}{5}$ ④ $\dfrac{32\sqrt{15}}{25}$ ⑤ $\dfrac{8\sqrt{10}}{5}$","14. 그림과 같이  $ \overline{AB}=3,\overline{BC}=4 $ 이고  $ \angle B=\frac{\pi}{2} $ 인 직각삼각형  ABC가 있다. 선분 AB를 2:1로 내분하는 점을 D,  점 A를 중심으로 하고 반지름의 길이가  $ \overline{AD} $ 인 원이 선분 AC와  만나는 점을 E, 직선 AB가 이 원과 만나는 점 중 D가 아닌 점을  F라 하고, 호 EF 위의 점 G를  $ \overline{CG}=2\sqrt{6} $ 이 되도록 잡는다.  세 점 C, E, G를 지나는 원 위의 점 H가  $ \angle HCG = \angle BAC $ 를  만족시킬 때, 선분 GH의 길이는? [4점]  <div style=""text-align: center;""><img src=""imgs/img_in_image_box_337_604_927_1447.jpg"" alt=""Image"" width=""48%"" /></div>   ①  $ \frac{6\sqrt{15}}{5} $ ②  $ \frac{38\sqrt{10}}{25} $ ③  $ \frac{14\sqrt{3}}{5} $  ④  $ \frac{32\sqrt{15}}{25} $ ⑤  $ \frac{8\sqrt{10}}{5} $","14. 그림과 같이 \(\overline{AB} 3\), \(\overline{BC} 4\)이고 \(\angle B \frac{\pi}{2}\) 인 직각삼각형 ABC가 있다. 선분 AB를 2:1로 내분하는 점을 D, 점 A를 중심으로 하고 반지름의 길이가 \(\overline{AD}\) 인 원이 선분 AC와 만나는 점을 E, 직선 AB가 이 원과 만나는 점 중 D가 아닌 점을 F라 하고, 호 EF 위의 점 G를 \(\overline{CG} 2\sqrt{6}\) 이 되도록 잡는다. 세 점 C, E, G를 지나는 원 위의 점 H가 \(\angle HCG \angle BAC\)를 만족시킬 때, 선분 GH의 길이는? [4점]  ① \(\frac{6\sqrt{15}}{5}\)  ④ \(\frac{32\sqrt{15}}{25}\)  ② \(\frac{38\sqrt{10}}{25}\)  ⑤ \(\frac{8\sqrt{10}}{5}\)  ③ \(\frac{14\sqrt{3}}{5}\)","14. 그림과 같이  \(\overline{AB} 3\) ,  \(\overline{BC} 4\) 이고  \(\angle B \frac{\pi}{2}\)  인 직각삼각형 ABC가 있다. 선분 AB를 2:1로 내분하는 점을 D, 점 A를 중심으로 하고 반지름의 길이가  \(\overline{AD}\) 인 원이 선분 AC와 만나는 점을 E, 직선 AB가 이 원과 만나는 점 중 D가 아닌 점을 F라 하고, 호 EF 위의 점 G를  \(\overline{CG} 2\sqrt{6}\) 이 되도록 잡는다. 세 점 C, E, G를 지나는 원 위의 점 H가  \(\angle HCG \angle BAC\) 를 만족시킬 때, 선분 GH의 길이는? [4점]  ①  \(\frac{6\sqrt{15}}{5}\)  ②  \(\frac{38\sqrt{10}}{25}\)  ③  \(\frac{14\sqrt{3}}{5}\)  ④  \(\frac{32\sqrt{15}}{25}\)  ⑤  \(\frac{8\sqrt{10}}{5}\)","14. 그림과 같이 $\overline{AB} = 3$, $\overline{BC} = 4$이고 $\angle B = \frac{\pi}{2}$인 적각상각형 ABC가 있다. 선분 AB를 2:1로 내분하는 점을 D, 점 A를 중심으로 하고 반지름의 점이가 $\overline{AD}$인 원이 선분 AC와 만나는 점을 E, 적선 AB가 이 원과 만나는 점 중 D가 아닌 점을 F라 하고, 후 EF 위의 점 G를 $\overline{CG} = 2\sqrt{6}$이 되도록 작는다. 세 점 C, E, G를 지나는 원 위의 점 H가 $\angle HCG = \angle BAC$를 만족시켜 매, 선분 GH의 점이는? [4점]  $\textcircled{1}$ $\frac{6\sqrt{15}}{5}$ $\textcircled{2}$ $\frac{38\sqrt{10}}{25}$ $\textcircled{3}$ $\frac{14\sqrt{3}}{5}$ $\textcircled{4}$ $\frac{32\sqrt{15}}{25}$ $\textcircled{5}$ $\frac{8\sqrt{10}}{5}$<|user|>"
"2026_odd_common_15","15. 함수 $f(x)$가 $$ f(x)= \begin{cases} -x^2 & (x < 0) \\ x^2-x & (x \ge 0) \end{cases}$$이고, 양수 $a$에  대하여  함수 $g(x)$를 $$g(x)= \begin{cases} ax+a & (x < -1) \\ 0 & (-1 \le x < 1) \\ ax-a & (x \ge 1) \end{cases}$$이라  하자. 함수 $h(x)=\displaystyle \int_0^x \bigl(g(t)-f(t)\bigr),dt$가  오직  하나의  극값을  갖도록  하는 $a$의  최댓값을 $k$라  하자. $a = k$일  때, $k + h(3)$의  값은? [4점] ① $\dfrac{9}{2}$ ② $\dfrac{11}{2}$ ③ $\dfrac{13}{2}$ ④ $\dfrac{15}{2}$ ⑤ $\dfrac{17}{2}$","15. 함수 $f(x)$ 가   $$ f(x)=\left\{\begin{array}{ll}-x^{2}&(x<0)\\x^{2}-x&(x\geq0)\end{array}\right. $$   이고, 양수 a에 대하여 함수  $ g(x) $ 를   $$ g\left(x\right)=\left\{\begin{array}{r}ax+a\quad\left(x<-1\right)\\0\quad\left(-1\leq x<1\right)\\ax-a\quad\left(x\geq1\right)\end{array}\right. $$   이라 하자. 함수  $ h(x)=\int_{0}^{x}\left(g(t)-f(t)\right)dt $ 가 오직 하나의  극값을 갖도록 하는 a의 최댓값을 k라 하자. a=k일 때,   $ k+h(3) $의 값은? [4점]  ①  $ \frac{9}{2} $ ②  $ \frac{11}{2} $ ③  $ \frac{13}{2} $ ④  $ \frac{15}{2} $ ⑤  $ \frac{17}{2} $","15. 함수 \(f(x)\)가  \[ f(x) \begin{cases} -x^2 & (x < 0) \\ x^2 - x & (x \geq 0) \end{cases} \] 이고, 양수 \(a\)에 대하여 함수 \(g(x)\)를  \[ g(x) \begin{cases} ax + a & (x < -1) \\ 0 & (-1 \leq x < 1) \\ ax - a & (x \geq 1) \end{cases} \] 이러 하자. 함수 \(h(x) \int_{0}^{x} (g(t) - f(t))dt\)가 오직 하나의 극차을 갖도록 하는 \(a\)의 최댓차을 \(k\)라 하자. \(a k\)일 때, \(k+h(3)\)의 값은? [4점]  ① \(\frac{9}{2}\) ② \(\frac{11}{2}\) ③ \(\frac{13}{2}\) ④ \(\frac{15}{2}\) ⑤ \(\frac{17}{2}\)","15. 함수  \(f(x)\) 가  \[ f(x) \begin{cases} -x^2 & (x < 0) \\ x^2 - x & (x \ge 0) \end{cases} \] 이고, 양수 a에 대하여 함수  \(g(x)\) 를  \[ g(x) \begin{cases} ax + a & (x < -1) \\ 0 & (-1 \le x < 1) \\ ax - a & (x \ge 1) \end{cases} \] 이러 하자. 함수  \(h(x) \int_{0}^{x} (g(t) - f(t)) dt\) 가 오직 하나의 극값을 갖도록 하는 a의 최댓값을 k라 하자. a  k일 때,  \(k + h(3)\) 의 값은? [4점]  ①  \(\frac{9}{2}\)  ②  \(\frac{11}{2}\)  ③  \(\frac{13}{2}\)  ④  \(\frac{15}{2}\)  ⑤  \(\frac{17}{2}\)","15. 함수 $f(x)$ 가  $f(x) = \left\{ \begin{array}{ll} -x^2 & (x < 0) \\ x^2 - x & (x \ge 0) \end{array} \right.$  이고, 함수 $a$에 대하여 함수 $g(x)$를  $g(x) = \left\{ \begin{array}{ll} ax + a & (x < -1) \\ 0 & (-1 \leq x < 1) \\ ax - a & (x \ge 1) \end{array} \right.$  이라 하자. 함수 $h(x) = \int_0^x \left(g(t) - f(t)\right) dt$가 오직 하나의 근欲을 갖도록 하는 $a$의 최대欲을 $k$라 하자. $a = k$일 때, $k + h(3)$의欲은? [4점]  $\textcircled{1}$ $\frac{9}{2}$ $\textcircled{2}$ $\frac{11}{2}$ $\textcircled{3}$ $\frac{13}{2}$ $\textcircled{4}$ $\frac{15}{2}$ $\textcircled{5}$ $\frac{17}{2}$<|user|>"
"2026_odd_common_16","16. 수열 $\{{a_n}\}$은 $a_1 = 1$이고, 모든  자연수 $n$에  대하여$$a_{n+1} = n^2 a_n + 1$$을  만족시킨다. $a_3$의  값을  구하시오. [3점]","16. 수열  $ \{a_{n}\} $ 은  $ a_{1}=1 $ 이고, 모든 자연수  $ n $ 에 대하여   $ a_{n+1}=n^{2}a_{n}+1 $  을 만족시킨다.  $ a_{3} $의 값을 구하시오. [3점]","16. 수열 \(\{a_n\}\)은 \(a_1 1\)이고, 모든 자연수 \(n\)에 대하여  \[ a_{n+1} n^2 a_n + 1 \] 을 만족시킨다. \(a_3\)의 값을 구하시오. [3점]","16. 수열  \(\{a_{n}\}\)  은  \(a_{1} 1\) 이고, 모든 자연수 n 에 대하여 \[ a_{n+1} n^{2}a_{n}+1 \]  을 만족시킨다.  \(a_{3}\) 의 값을 구하시오. [3점]","16. 수열 $\{a_{n}\}$은 $a_{1}=1$이고, 모든 자연수 $n$에 대하여  $a_{n+1}=n^{2}a_{n}+1$  을 만족시키다. $a_{3}$의 값을 구하시오. [3점]<|user|>"
"2026_odd_common_17","17. 함수 $f(x)=4x^3 - 2x$의  한  부정적분 $F(x)$에  대하여 $F(0)=4$일  때, $F(2)$의  값을  구하시오. [3점]","17. 함수  $ f(x) = 4x^{3} - 2x $ 의 한 부정적분  $ F(x) $ 에 대하여  $ F(0) = 4 $ 일 때,  $ F(2) $ 의 값을 구하시오. [3점]","17. 함수 \(f(x) 4x^3 - 2x\)의 한 부정적분 \(F(x)\)에 대하여 \(F(0) 4\)일 때, \(F(2)\)의 값을 구하시오. [3점]","17. 함수  \(f(x) 4x^{3} - 2x\)  의 한 부정적분  \(F(x)\)  에 대하여  \(F(0) 4\)  일 때,  \(F(2)\)  의 값을 구하시오. [3점]","17. 함수 $ f ( x )=4 x^{3}-2 x $의 한 부정적분 $ F ( x ) $에 대하여 $ F ( 0 )=4 $일 때, $ F ( 2 ) $의 값을 구하시오. [3점]<|user|>"
"2026_odd_common_18","18. $\overline{\mathrm{AB}}=5,\overline{\mathrm{AC}}=6$이고 $\cos(\angle \mathrm{BAC}) = -\dfrac{3}{5}$인  삼각형 $\mathrm{ABC}$의  넓이를  구하시오. [3점]","18.  $ \overline{AB}=5,\overline{AC}=6 $ 이고  $ \cos(\angle BAC)=-\frac{3}{5} $ 인  삼각형 ABC의 넓이를 구하시오. [3점]","18. \(\overline{AB} 5, \overline{AC} 6\)이고 \(\cos(\angle BAC) -\frac{3}{5}\)일  삼각형 ABC의 넓이를 구하시오. [3점]","18.  \(\overline{AB} 5\) ,  \(\overline{AC} 6\) 이고  \(\cos(\angle BAC) -\frac{3}{5}\)  이 삼각형 ABC의 넓이를 구하시오. [3점]","18. $ \overline{A B}=5 $ $ \overline{A C}=6 $이고 $ \cos(\angle B A C)=-\frac{3}{5} $인 살각형 ABC의 네이픈 구하시오. [3점]<|user|>"
"2026_odd_common_19","19.  $-2 \le x \le 2$인 모든 실수 $x$에 대하여 부등식 $$  -k \le 2x^3 + 3x^2 - 12x - 8 \le k  $$ 가 성립하도록 하는 양수 $k$의 최솟값을 구하시오. [3점]","$$ \begin{aligned}19.\ &-2\leq x\leq2 冇  모든  실수  x 冇  대하여  부등식 \\ &\\ &-k\leq2x^{3}+3x^{2}-12x-8\leq k\\ &\\ & 가  성립하도록  하는  양수  k 의  최숫값을  구하시오.\ [3 점 ]\\ \end{aligned} $$","19. \(-2 \le x \le 2\) 인 모든 실수 \(x\)에 대하여 부등식  \[ \begin{aligned} - k &\le 2x^3 + 3x^2 - 12x - 8 \le k \\ &\le 2x^3 + 3x^2 - 12x - 8 \end{aligned} \]  가 성립하도록 하는 양수 \(k\)의 최솟값을 구하시오. [3점]","19.  \(-2 \leq x \leq 2\)  이 모든 실수 x 에 대하여 부등식  \(-k \leq 2x^{3} + 3x^{2} - 12x - 8 \leq k\)  가 성립하도록 하는 양수 k의 최솟값을 구하시오. [3점]","19. $ - 2 \leq x \leq 2 $인 모든 실수 $ x $에 대하여 부득식 $ - k \leq 2 x^{3}+3 x^{2}-1 2 x-8 \leq k $ 가 성립하도록 하는 영수 $ k $의 최속값을 구하시오. [3점]<|user|>"
"2026_odd_common_20","20. 수열 $\{a_n\}$이  다음  조건을  만족시킨다. > - $a_1 = 7$ > - 2 이상의  자연수 $n$에  대하여 $$\sum_{k=1}^{n} a_k = \frac{2}{3}a_n + \frac{1}{6}n^2 - \frac{1}{6}n + 10$$ 이다.  다음은 $\sum\limits_{k=1}^{12} a_k + \sum\limits_{k=1}^{5} a_{2k+1}$의  값을  구하는  과정이다. > 2 이상의  자연수 $n$에  대하여 $a_{n+1} = \sum\limits_{k=1}^{n+1} a_k - \sum\limits_{k=1}^{n} a_k$ 이므로 $$a_{n+1} = \frac{2}{3}(a_{n+1}-a_n) + \boxed {\text{(가)}}$$이고, 이  식을  정리하면 $$2a_n + a_{n+1} = 3 \times \boxed{\text{(가)}} \quad  \cdots \cdots \text{㉠}$$이다. $$\sum_{k=1}^{n} a_k = \frac{2}{3}a_n + \frac{1}{6}n^2 - \frac{1}{6}n + 10 \quad (n \ge 2)$$에서  양변에 $n=2$를  대입하면 $$a_2 = \boxed{\text{(나)}} \quad \cdots\cdots  \text{㉡}$$이다. ㉠과  ㉡에  의하여 $$\sum_{k=1}^{12} a_k + \sum_{k=1}^{5} a_{2k+1} = a_1 + a_2 + \sum_{k=1}^{5} (2a_{2k+1} + a_{2k+2}) = \boxed{\text{(다)}}$$ 이다.  위의 (가)에  알맞은  식을 $f(n)$이라  하고, (나), (다)에  알맞은  수를  각각 $p$, $q$라  할  때, $\dfrac{p \times q}{f(12)}$의  값을  구하시오. [4점]","[run_paddle_ocr_single.py subprocess] timeout (300s)","• \(a_1 7\)  • 2 이상의 자연수 \(n\)에 대하여  \[ \sum_{k 1}^{n} a_k \frac{2}{3} a_n + \frac{1}{6} n^2 - \frac{1}{6} n + 10 \] 이다.  다음은 \(\sum_{k 1}^{12} a_k + \sum_{k 1}^{5} a_{2k+1}\)의 값을 구하는 과정이다.  2 이상의 자연수 \(n\)에 대하여 \(a_{n+1} \sum_{k 1}^{n+1} a_k - \sum_{k 1}^{n} a_k\)이므로  \[ a_{n+1} \frac{2}{3} (a_n + 1 - a_n) + \boxed{7} \] 이고, 이 식을 정리하면  \[ 2a_n + a_{n+1} 3 \times \boxed{7} \quad \dots \dots \quad ① \] 이다.  \[ \sum_{k 1}^{n} a_k \frac{3}{2} a_n + \frac{1}{6} n^2 - \frac{1}6 n + 10 \quad (n \ge 2) \] 에서 양변에 \(n 2\)를 대입하면  \[ a_2 \boxed{1} \quad \dots \dots \quad ② \] 이다. ①과 ②에 의하여  \[ \sum_{k 1}^{12} a_k + \sum_{k 1}^{5}a_{2k+1} a_1 + a_2 + \sum_{k 1}^{5} (2a_{2k+1} + a_{2k+2}) \\ \boxed{1} \quad \dots \dots \quad ③ \] 이다.  위의 (가)에 알맞은 식을 \(f(n)\)이라 하고, (나), (다)에 알맞은 수를 각각 \(p\), \(q\)라 할 때, \(\frac{p \times q}{f(12)}\)의 값을 구하시오. [4점]","20. 수열  \(\{a_{n}\}\)  이 다음 조건을 만족시킨다.  \[ \bullet a_1 7 \] - 2 이상의 자연수 \(n\)에 대하여  \[ \sum_{k 1}^{n} a_k \frac{2}{3} a_n + \frac{1}{6} n^2 - \frac{1}{6} n + 10 \] 이다.  다음은 \(\sum_{k 1}^{12} a_k + \sum_{k 1}^{5} a_{2k+1}\)의 값을 구하는 과정이다.  2 이상의 자연수 \(n\)에 대하여 \(a_{n+1} \sum_{k 1}^{n+1} a_k - \sum_{k 1}^{n} a_k\)이므로  \[ a_{n+1} \frac{2}{3} (a_{n+1} - a_n) + \lfloor \frac{n}{2} \rfloor \] 이고, 이 식을 정리하면  \[ 2a_n + a_{n+1} 3 \times \lfloor \frac{n}{2} \rfloor \quad \dots\dots \textcircled{1} \] 이다.  \[ \sum_{k 1}^n a_k \frac{2}{3} a_n + \frac{1}{6}n^2 - \frac{1}{6}n + 10 \quad (n \ge 2) \] 에서 양변에 \(n 2\)를 대입하면  \[ a_2 \lfloor \frac{n+1}{2} \rfloor \quad \dots\dots \textcircled{2} \] 이다. ①과 ②에 의하여  \[ \begin{aligned} \sum_{k 1}^{12} a_k + \sum_{k 1}^{5}a_{2k+1} & a_1 + a_2 + \sum_{k 1}^{5} (2a_{2k+1} + a_{2k+2}) \\ & \lfloor \frac{n}{2} \rfloor \end{aligned} \] 이다.  위의 (가)에 알맞은 식을 \(f(n)\)이라 하고, (나), (다)에 알맞은 수를 각각 \(p, q\)라 할 때, \(\frac{p \times q}{f(12)}\)의 값을 구하시오. [4점]","20. 수열 $\{a_n\}$이 다음 조건을 만족시키다.  • $a_1 = 7$ • 2 이상의 자연수 $n$에 대하여 $\sum_{k=1}^{n} a_k = \frac{2}{3} a_n + \frac{1}{6} n^2 - \frac{1}{6} n + 10$ 이다.  다음은 $\sum_{k=1}^{12} a_k + \sum_{k=1}^{5} a_{2k+1}$의 값을 구하는 과정이다.  2 이상의 자연수 $n$에 대하여 $a_{n+1} = \sum_{k=1}^{n+1} a_k - \sum_{k=1}^{n} a_k$이므로 $a_{n+1} = \frac{2}{3} (a_{n+1} - a_n) + (\text{가})$ 이고, 이 식을 정리하면 $2a_n + a_{n+1} = 3 \times (\text{가})$ ... $\textcircled{7}$ 이다. $\sum_{k=1}^{n} a_k = \frac{2}{3} a_n + \frac{1}{6} n^2 - \frac{1}{6} n + 10 (n \geq 2)$ 에서 양범에 $n=2$를 대입하면 $a_2 = (\text{나})$ ... $\textcircled{7}$ 이다. $\textcircled{7}$과 $\textcircled{7}$에 의하여 $\sum_{k=1}^{12} a_k + \sum_{k=1}^{5} a_{2k+1} = a_1 + a_2 + \sum_{k=1}^{5} (2a_{2k+1} + a_{2k+2})$ $= (\text{다})$ 이다.  위의 (가)에 알맞은 식을 $f(n)$이라 하고, (나), (다)에 알맞은 수를 각각 $p, q$라 합 때, $\frac{p \times q}{f(12)}$의 값을 구하시오. [4점]<|user|>"
