"prob_id","GT","paddle","DeepSeek-OCR","DeepSeek-OCR2","GLM"
"2025_odd_common_11","11. 시각 $t=0$일 때 출발하여 수직선 위를 움직이는 점 $\mathrm{P}$의 시각 $t(t\geq0)$에서의 위치 $x$가 $$x = t^3 - \frac{3}{2}t^2 - 6t$$이다. 출발한 후 점 $\mathrm{P}$의 운동 방향이 바뀌는 시각에서의 점 $\mathrm{P}$의 가속도는? [4점]   ① 6 ② 9 ③ 12 ④ 15 ⑤ 18","11. 시각  $ t=0 $ 일 때 출발하여 수직선 위를 움직이는 점 P의 시각  $ t(t \geq 0) $에서의 위치  $ x $가   $ x=t^{3}-\frac{3}{2}t^{2}-6t $  이다. 출발한 후 점 P의 운동 방향이 바뀌는 시각에서의 점 P의 가속도는? [4점]  ① 6 ② 9 ③ 12 ④ 15 ⑤ 18","11. 시각 \(t 0\)일 때 출발하여 수직선 위를 움직이는 점 P의 시각 \(t(t \ge 0)\)에서의 위치 \(x\)가  \[ x t^3 - \frac{3}{2}t^2 - 6t \] 이다. 출발한 후 점 P의 운동 방향이 바뀌는 시각에서의 점 P의 가속도는? [4점]  ① 6  ② 9  ③ 12  ④ 15  ⑤ 18","11. 시각 t 0일 때 출발하여 수직선 위를 움직이는 점 P의 시각  \(t(t \geq 0)\) 에서의 위치 x가  \[ x t^3 - \frac{3}{2}t^2 - 6t \] 이다. 출발한 후 점 P의 운동 방향이 바뀌는 시각에서의 점 P의 가속도는? [4점]  ① 6  ② 9  ③ 12  ④ 15  ⑤ 18","11. 시각 $ t=0 $일 때 출발하여 수집선 위를 음직이는 점 P의 시각 $ t(t\geq 0) $에서의 위치 $ x $가 $ x=t^{3}-\frac{3}{2} t^{2}-6 t $  이다. 출발한 후 점 P의 음동 방향이 바꿔는 시각에서의 점 P의 가속도는? [4점]  $\textcircled{1}$ 6 $\textcircled{2}$ 9 $\textcircled{3}$ 12 $\textcircled{4}$ 15 $\textcircled{5}$ 18<|user|>"
"2025_odd_common_12","12. $a_1=2$인 수열 $\{a_n\}$과 $b_1 = 2$인 등차수열 $\{b_n\}$이 모든 자연수 $n$에 대하여 $$\sum_{k=1}^{n} \frac{a_k}{b_{k+1}} = \frac{1}{2}n^2$$을 만족시킬 때, $\sum_{k=1}^{5} a_k$의 값은? [4점]   ① 120 ② 125 ③ 130 ④ 135 ⑤ 140","12.  $ a_1 = 2 $ 인 수열  $ \{a_n\} $ 과  $ b_1 = 2 $ 인 등차수열  $ \{b_n\} $ 이 모든 자연수  $ n $ 에 대하여   $ \sum_{k=1}^{n} \frac{a_k}{b_{k+1}} = \frac{1}{2} n^2 $  을 만족시킬 때,  $ \sum_{k=1}^{5} a_k $ 의 값은? [4점]  ① 120 ② 125 ③ 130 ④ 135 ⑤ 140","12. \(a_1 2\) 인 수열 \(\{a_n\}\)과 \(b_1 2\) 인 등차수열 \(\{b_n\}\)이 모든 자연수 \(n\)에 대하여  \[ \sum_{k 1}^{n} \frac{a_k}{b_{k+1}} \frac{1}{2} n^2 \] 을 만족시킬 때, \(\sum_{k 1}^{5} a_k\)의 값은? [4점]  ① 120 ② 125 ③ 130 ④ 135 ⑤ 140","12.  \(a_{1} 2\)  이 수열  \(\{a_{n}\}\)  과  \(b_{1} 2\)  이 등차수열  \(\{b_{n}\}\)  이 모든 자연수 n에 대하여 \[ \sum_{k 1}^{n}\frac{a_{k}}{b_{k+1}} \frac{1}{2}n^{2} \]  을 만족시킬 때,  \(\sum_{k 1}^{5}a_{k}\)  의 값은? [4점] ① 120 ② 125 ③ 130 ④ 135 ⑤ 140","12. $ a_{1}=2 $인 수열 $ \{a_{n}\} $과 $ b_{1}=2 $인 등차수열 $ \{b_{n}\} $이 모든 자연수 $ n $에 대하여 $ \sum_{k=1}^{n} \frac{a_{k}}{b_{k+1}}=\frac{1}{2} n^{2} $ 을 만족시킬 때, $ \sum_{k=1}^{5} a_{k} $의 값은? [4점] $\textcircled{1}$ 120 $\textcircled{2}$ 125 $\textcircled{3}$ 130 $\textcircled{4}$ 135 $\textcircled{5}$ 140<|user|>"
"2025_odd_common_13","13. 최고차항의 계수가 1인 삼차함수 $f(x)$가 $$f(1) = f(2), \quad f'(0) = -7$$을 만족시킨다. 원점 $\mathrm{O}$와 점 $\mathrm{P}(3, f(3))$에 대하여 선분 $\mathrm{OP}$가 곡선 $y=f(x)$와 만나는 점 중 $\mathrm{P}$가 아닌 점을 $\mathrm{Q}$라 하자. 곡선 $y=f(x)$와 $y$축 및 선분 $\mathrm{OQ}$로 둘러싸인 부분의 넓이를 $A$, 곡선 $y=f(x)$와 선분 $\mathrm{PQ}$로 둘러싸인 부분의 넓이를 $B$라 할 때, $B-A$의 값은? [4점]   ① $\frac{37}{4}$ ② $\frac{39}{4}$ ③ $\frac{41}{4}$ ④ $\frac{43}{4}$ ⑤ $\frac{45}{4}$","13. 최고차항의 계수가 1인 삼차함수  $ f(x) $ 가   $$ f(1)=f(2)=0,\quad f^{\prime}(0)=-7 $$   을 만족시킨다. 원점 O와 점 P(3, f(3))에 대하여 선분 OP가 곡선 y=f(x)와 만나는 점 중 P가 아닌 점을 Q라 하자.  곡선 y=f(x)와 y축 및 선분 OQ로 둘러싸인 부분의 넓이를 A,  곡선 y=f(x)와 선분 PQ로 둘러싸인 부분의 넓이를 B라 할 때,  B-A의 값은? [4점]  ①  $ \frac{37}{4} $ ②  $ \frac{39}{4} $ ③  $ \frac{41}{4} $ ④  $ \frac{43}{4} $ ⑤  $ \frac{45}{4} $","13. 최고차항의 계수가 1인 삼차함수 \(f(x)\)가  \[ f(1) f(2) 0, \quad f'(0) -7 \] 을 만족시킨다. 원점 \(O\)와 점 \(P(3, f(3))\)에 대하여 선분 OP가 곡선 \(y f(x)\)와 만나는 점 중 P가 아닌 점을 Q라 하자. 곡선 \(y f(x)\)와 \(y\)축 및 선분 OQ로 둘러싸인 부분의 넓이를 \(A\), 곡선 \(y f(x)\)와 선분 PQ로 둘러싸인 부분의 넓이를 \(B\)라 할 때, \(B - A\)의 값은? [4점]  ① \(\frac{37}{4}\) ② \(\frac{39}{4}\) ③ \(\frac{41}{4}\) ④ \(\frac{43}{4}\) ⑤ \(\frac{45}{4}\)","13. 최고차항의 계수가 1인 삼차함수  \(f(x)\) 가  \[ f(1) f(2) 0, \quad f'(0) -7 \] 을 만족시킨다. 원점 O와 점 P(3, \(f(3)\))에 대하여 선분 OP가 곡선 \(y f(x)\)와 만나는 점 중 P가 아닌 점을 Q라 하자.  곡선 \(y f(x)\)와 \(y\)축 및 선분 OQ로 둘러싸인 부분의 넓이를 A,  곡선 \(y f(x)\)와 선분 PQ로 둘러싸인 부분의 넓이를 B라 할 때,  B - A의 값은? [4점]  ① \(\frac{37}{4}\)  ② \(\frac{39}{4}\)  ③ \(\frac{41}{4}\)  ④ \(\frac{43}{4}\)  ⑤ \(\frac{45}{4}\)","13. 최고차항의 계수가 1인 살차항수 $f(x)$ 가  $f(1) = f(2) = 0, f'(0) = -7$  을 만족시킬다. 원점 O와 점 P(3, $f(3)$)에 대하여 선분 OP가 곡선 $y = f(x)$와 만나는 점 중 P가 아닌 점을 Q라 하자. 곡선 $y = f(x)$와 y축 및 선분 OQ로 독리찌인 부분의 넘이를 A, 곡선 $y = f(x)$와 선분 PQ로 독리찌인 부분의 넘이를 B라 할 때, $B - A$의 값은? [4점]  $\textcircled{1}$ $\frac{37}{4}$ $\textcircled{2}$ $\frac{39}{4}$ $\textcircled{3}$ $\frac{41}{4}$ $\textcircled{4}$ $\frac{43}{4}$ $\textcircled{5}$ $\frac{45}{4}$<|user|>"
"2025_odd_common_14","14. 그림과 같이 삼각형 $\mathrm{ABC}$에서 선분 $\mathrm{AB}$ 위에 $\overline{\mathrm{AD}}:\overline{\mathrm{DB}} = 3:2$인 점 $\mathrm{D}$를 잡고, 점 $\mathrm{A}$를 중심으로 하고 점 $\mathrm{D}$를 지나는 원을 $O$, 원 $O$와 선분 $\mathrm{AC}$가 만나는 점을 $\mathrm{E}$라 하자. $\sin A : \sin C = 8 : 5$이고, 삼각형 $\mathrm{ADE}$와 삼각형 $\mathrm{ABC}$의 넓이의 비가 9:35이다. 삼각형 $\mathrm{ABC}$의 외접원의 반지름의 길이가 7일 때, 원 $O$ 위의 점 $\mathrm{P}$에 대하여 삼각형 $\mathrm{PBC}$의 넓이의 최댓값은? (단, $\overline{\mathrm{AB}} \le \overline{\mathrm{AC}}$) [4점]   ① $18+15\sqrt{3}$ ② $24+20\sqrt{3}$ ③ $30+25\sqrt{3}$ ④ $36+30\sqrt{3}$ ⑤ $42+35\sqrt{3}$","14. 그림과 같이 삼각형 ABC에서 선분 AB 위에  $ \overline{AD} : \overline{DB} = 3 : 2 $ 인접 D를 잡고, 점 A를 중심으로 하고 점 D를 지나는 원을 O, 원 O와 선분 AC가 만나는 점을 E라 하자.  sinA: sinC=8:5이고, 삼각형 ADE와 삼각형 ABC의 넓이의 비가 9:35이다. 삼각형 ABC의 외접원의 반지름의 길이가 7일 때, 원 O 위의 점 P에 대하여 삼각형 PBC의 넓이의 최댓값은? (단,  $ \overline{AB} < \overline{AC} $) [4점]  <div style=""text-align: center;""><img src=""imgs/img_in_image_box_298_616_943_1173.jpg"" alt=""Image"" width=""53%"" /></div>   ①  $ 18 + 15\sqrt{3} $ ②  $ 24 + 20\sqrt{3} $ ③  $ 30 + 25\sqrt{3} $  ④  $ 36 + 30\sqrt{3} $ ⑤  $ 42 + 35\sqrt{3} $","14. 그림과 같이 삼각형 ABC에서 선분 AB 위에 \(\overline{AD} : \overline{DB} 3 : 2\) 인 점 D를 잡고, 점 A를 중심으로 하고 점 D를 지나는 원을 O, 원 O와 선분 AC가 만나는 점을 E라 하자. \(\sin A : \sin C 8 : 5\)이고, 삼각형 ADE와 삼각형 ABC의 넓이의 비가 9 : 35이다. 삼각형 ABC의 외접원의 반지름의 길이가 7일 때, 원 O 위의 점 P에 대하여 삼각형 PBC의 넓이의 최댓값은? (단, \(\overline{AB} < \overline{AC}\)) [4점]  ① \(18 + 15\sqrt{3}\)  ④ \(36 + 30\sqrt{3}\)  ② \(24 + 20\sqrt{3}\)  ⑤ \(42 + 35\sqrt{3}\)  ③ \(30 + 25\sqrt{3}\)","14. 그림과 같이 삼각형 ABC에서 선분 AB 위에 AD : DB  3 : 2인 점 D를 잡고, 점 A를 중심으로 하고 점 D를 지나는 원을 O, 원 O와 선분 AC가 만나는 점을 E라 하자. sinA:sinC 8:5이고, 삼각형 ADE와 삼각형 ABC의 넓이의 비가 9:35이다. 삼각형 ABC의 외접원의 반지름의 길이가 7일 때, 원 O 위의 점 P 에 대하여 삼각형 PBC의 넓이의 최댓값은? (단,  \(\overline{AB} < \overline{AC}\) ) [4점] ①  \(18 + 15\sqrt{3}\)  ②  \(24 + 20\sqrt{3}\)  ③  \(30 + 25\sqrt{3}\)  ④  \(36 + 30\sqrt{3}\)  ⑤  \(42 + 35\sqrt{3}\)","14. 그림과 같이 삼각형 ABC에서 선분 AB 위에 $\overline{AD} : \overline{DB} = 3:2$인 점 D를 잡고, 점 A를 중심으로 하고 점 D를 지나는 원을 O, 원 O와 선분 AC가 만나는 점을 E라 하자. $\sin A : \sin C = 8:5$이고, 삼각형 ADE와 삼각형 ABC의 네이의 비가 9:35이다. 삼각형 ABC의 외점원의 반지름의 점이가 7일 때, 원 O 위의 점 P에 대하여 삼각형 PBC의 네이의 최대값은? (단, $\overline{AB} < \overline{AC}$) [4점]  $\textcircled{1}$ $18 + 15\sqrt{3}$ $\textcircled{2}$ $24 + 20\sqrt{3}$ $\textcircled{3}$ $30 + 25\sqrt{3}$ $\textcircled{4}$ $36 + 30\sqrt{3}$ $\textcircled{5}$ $42 + 35\sqrt{3}$<|user|>"
"2025_odd_common_15","15. 상수 $a(a \ne 3\sqrt{5})$와 최고차항의 계수가 음수인 이차함수 $f(x)$에 대하여 함수 $$g(x) = \begin{cases} x^3 + ax^2 + 15x + 7 & (x \le 0) \\ f(x) & (x > 0) \end{cases}$$이 다음 조건을 만족시킨다.  > (가) 함수 $g(x)$는 실수 전체의 집합에서 미분가능하다. > (나) $x$에 대한 방정식 $g'(x) \times g'(x-4) = 0$의 서로 다른 실근의 개수는 4이다. $g(-2) + g(2)$의 값은? [4점]  ① 30 ② 32 ③ 34 ④ 36 ⑤ 38","15. 상수  $ a(a \neq 3\sqrt{5}) $ 와 최고차항의 계수가 음수인 이차함수  $ f(x) $ 에 대하여 함수   $$ g\left(x\right)=\left\{\begin{array}{ll}x^{3}+ax^{2}+15x+7&\left(x\leq0\right)\\ &\\ f\left(x\right)&\left(x>0\right)\end{array}\right. $$   이 다음 조건을 만족시킨다.  (가) 함수 $g(x)$ 는 실수 전체의 집합에서 미분가능하다.  (나) x에 대한 방정식  $ g'(x) \times g'(x-4) = 0 $ 의 서로 다른 실근의 개수는 4이다.   $ g(-2) + g(2) $ 읽 값은? [4점]  ① 30 ② 32 ③ 34 ④ 36 ⑤ 38","15. 상수 \(a(a \neq 3\sqrt{5})\)와 최고차항의 계수가 음수인 이차함수 \(f(x)\)에 대하여 함수  \[ g(x) \begin{cases} x^3 + ax^2 + 15x + 7 & (x \leq 0) \\ f(x) & (x > 0) \end{cases} \] 이 다음 조건을 만족시킨다.  (가) 함수 \(g(x)\)는 실수 전체의 집합에서 미분가능하다. (나) \(x\)에 대한 방정식 \(g'(x) \times g'(x-4) 0\)의 서로 다른 실근의 개수는 4이다.  \(g(-2) + g(2)\)의 값은? [4점]","15. 상수  \(a(a \neq 3\sqrt{5})\) 와 최고차항의 계수가 음수인 이차함수  \(f(x)\) 에 대하여 함수 \[ g(x) \left\{\begin{aligned}&x^{3}+ax^{2}+15x+7&(x\leq0)\\ &f(x)&(x>0)\end{aligned}\right. \]  이 다음 조건을 만족시킨다. (가) 함수  \(g(x)\) 는 실수 전체의 집합에서 미분가능하다. (나) x에 대한 방정식  \(g'(x) \times g'(x-4) 0\) 의 서로 다른 실근의 개수는 4이다. \(g(-2) + g(2)\) 의 값은? [4점] ① 30 ② 32 ③ 34 ④ 36 ⑤ 38","15. 상수 $a(a \neq 3\sqrt{5})$와 최고차항의 계수가 음수인 이차항수 $f(x)$에 대하여 항수  $g(x) = \left\{ \begin{array}{ll} x^3 + ax^2 + 15x + 7 & (x \leq 0) \\ f(x) & (x > 0) \end{array} \right.$  이 다음 조건을 만족시킬다.  (가) 항수 $g(x)$는 실수 전체의 집합에서 미분가능하다. (나) $x$에 대한 방정식 $g'(x) \times g'(x-4) = 0$의 서로 다른 실근의 계수는 4이다.  $g(-2) + g(2)$의 값은? [4점]  $\textcircled{1}$ 30 $\textcircled{2}$ 32 $\textcircled{3}$ 34 $\textcircled{4}$ 36 $\textcircled{5}$ 38<|user|>"
"2025_odd_common_16","16. 방정식 $$\log_2(x-3) = \log_4(3x-5)$$를 만족시키는 실수 $x$의 값을 구하시오. [3점]","16. 방정식   $ \log_{2}(x-3)=\log_{4}(3x-5) $  를 만족시키는 실수 x의 값을 구하시오. [3점]","16. 방정식  \[ \log_2(x-3) \log_4(3x-5) \] 를 만족시키는 실수 \(x\)의 값을 구하시오. [3점]","16. 방정식 \[ \log_{2}(x-3) \log_{4}(3x-5) \]  를 만족시키는 실수 x 의 값을 구하시오. [3점]","16. 방정식  $\log_{2}(x-3)=\log_{4}(3x-5)$  를 만족시키는 실수 $x$의 값을 구하시오. [3점]<|user|>"
"2025_odd_common_17","17. 다항함수 $f(x)$에 대하여 $f'(x) = 9x^2 + 4x$이고 $f(1) = 6$일 때, $f(2)$의 값을 구하시오. [3점]","17. 다항함수  $ f(x) $ 에 대하여  $ f'(x) = 9x^{2} + 4x $ 이고  $ f(1) = 6 $ 일 때,  $ f(2) $ 의 값을 구하시오. [3점]","17. 다항함수 \(f(x)\)에 대하여 \(f'(x) 9x^2 + 4x\)이고 \(f(1) 6\)일 때, \(f(2)\)의 값을 구하시오. [3점]","17. 다항식 \(f(x)\)에 대하여 \(f'(x) 9x^2 + 4x\)이고 \(f(1) 6\)일 때, \(f(2)\)의 값을 구하시오. [3점]","17. 다양합수 $ f(x) $에 대하여 $ f^{\prime}(x)=9x^{2}+4x $이고 $ f(1)=6 $일 때, $ f(2) $의 값을 구하시오. [3점]<|user|>"
"2025_odd_common_18","18. 수열 $\{a_n\}$이 모든 자연수 $n$에 대하여 $$a_n + a_{n+4} = 12$$를 만족시킬 때, $\sum_{n=1}^{16} a_n$의 값을 구하시오. [3점]","18. 수열  $ \{a_n\} $ 이 모든 자연수  $ n $ 에 대하여   $ a_n + a_{n+4} = 12 $  를 만족시킬 때,  $ \sum_{n=1}^{16} a_n $ 의 값을 구하시오. [3점]","18. 수열 {a_n}이 모든 자연수 n에 대하여  \[ a_n + a_{n+4} 12 \] 를 만족시킬 때, \(\sum_{n 1}^{16} a_n\)의 값을 구하시오. [3점]","18. 수열  \(\{a_{n}\}\)  이 모든 자연수 n에 대하여 \[ a_{n}+a_{n+4} 12 \]  를 만족시킬 때,  \(\sum_{n 1}^{16}a_{n}\)  의 값을 구하시오. [3점]","18. 수열 $\{a_{n}\}$이 모든 자연수 $n$에 대하여  $a_{n}+a_{n+4}=12$  를 만족시킬 때, $\sum_{n=1}^{16} a_{n}$의 값을 구하시오. [3점]<|user|>"
"2025_odd_common_19","19. 양수 $a$에 대하여 함수 $f(x)$를 $$f(x) = 2x^3 - 3ax^2 - 12a^2x$$라 하자. 함수 $f(x)$의 극댓값이 $\frac{7}{27}$일 때, $f(3)$의 값을 구하시오. [3점]","19. 양수 a에 대하여 함수  $ f(x) $ 를   $ f(x)=2x^{3}-3ax^{2}-12a^{2}x $  라 하자. 함수  $ f(x) $ 의 극댓값이  $ \frac{7}{27} $ 일 때,  $ f(3) $ 의 값을 구하시오. [3점]","19. 양수 \(a\)에 대하여 함수 \(f(x)\)를  \[ f(x) 2x^3 - 3ax^2 - 12a^2x \] 라 하자. 함수 \(f(x)\)의 극댓값이 \(\frac{7}{27}\)일 때, \(f(3)\)의 값을 구하시오. [3점]","19. 양수 a에 대하여 합수 f(x)를  \[ f(x) 2x^3 - 3ax^2 - 12a^2x \] 라 하자. 합수 f(x)의 극댓값이 \(\frac{7}{27}\)일 때, f(3)의 값을 구하시오. [3점]","19. 양수 $ a $에 대하여 함수 $ f(x) $를  $ f(x)=2x^{3}-3ax^{2}-12a^{2}x $  라 하자. 함수 $ f(x) $의 극대값이 $ \frac{7}{27} $일 때, $ f(3) $의 값을 구하시오. [3점]<|user|>"
"2025_odd_common_20","20. 곡선 $y = (\frac{1}{5})^{x-3}$과 직선 $y=x$가 만나는 점의 $x$좌표를 $k$라 하자. 실수 전체의 집합에서 정의된 함수 $f(x)$가 다음 조건을 만족시킨다.  > $x \gt k$인 모든 실수 $x$에 대하여 $f(x) = (\frac{1}{5})^{x-3}$이고 $f(f(x)) =3x$이다.  $f(\frac{1}{k^3 \times 5^{3k}})$의 값을 구하시오. [4점]","20. 곡선  $ y=\left(\frac{1}{5}\right)^{x-3} $ 과 직선  $ y=x $ 가 만나는 점의  $ x $ 좌표를  $ k $라 하자. 실수 전체의 집합에서 정의된 함수  $ f(x) $ 가 다음 조건을 만족시킨다.   $ x > k $ 인 모든 실수  $ x $ 에 대하여   $ f(x)=\left(\frac{1}{5}\right)^{x-3} $ 이고  $ f(f(x))=3x $ 이다.   $ f\left(\frac{1}{k^{3}\times5^{3k}}\right) $ 의 값을 구하시오. [4점]","20. 곡선 \(y \left(\frac{1}{5}\right)^{x-3}\) 과 직선 \(y x\)가 만나는 점의 \(x\) 좌표를 \(k\)라 하자. 실수 전체의 집합에서 정의된 함수 \(f(x)\)가 다음 조건을 만족시킨다.  \(x > k\)인 모든 실수 \(x\)에 대하여  \(f(x) \left(\frac{1}{5}\right)^{x-3}\)이고 \(f(f(x)) 3x\)이다.  \(f\left(\frac{1}{k^3 \times 5^{3k}}\right)\)의 값을 구하시오. [4점]","20. 곡선  \(y \left(\frac{1}{5}\right)^{x-3}\)  과 직선  \(y x\)  가 만나는 점의 x 좌표를  \(k\) 라 하자. 실수 전체의 접합에서 정의된 함수  \(f(x)\) 가 다음 조건을 만족시킨다. x > k인 모든 실수 x에 대하여 \[ f(x) \left(\frac{1}{5}\right)^{x-3}\text{이고}f(f(x)) 3x\text{이다.} \]  \[ f\left(\frac{1}{k^{3}\times5^{3k}}\right) \]","20. 과선 $ y=\left(\frac{1}{5}\right)^{x-3} $과 적선 $ y=x $가 만나는 점의 $ x $최표를 $ k $라 하자. 실수 전체의 적합에서 정의된 함수 $ f(x) $가 다음 조건을 만족시키다.  $ x > k $인 모든 실수 $ x $에 대하여 $ f(x)=\left(\frac{1}{5}\right)^{x-3} $이고 $ f(f(x))=3x $이다.  $ f\left(\frac{1}{k^{3}\times 5^{3k}}\right) $의狱을 구하시오. [4점]<|user|>"
"2025_odd_common_21","21. 함수 $f(x) = x^3 + ax^2 + bx + 4$가 다음 조건을 만족시키도록 하는 두 정수 $a, b$에 대하여 $f(1)$의 최댓값을 구하시오. [4점]  > 모든 실수 $\alpha$에 대하여 $\lim_{x \to \alpha} \frac{f(2x + 1)}{f(x)}$의 값이 존재한다.","21. 함수  $ f(x) = x^3 + ax^2 + bx + 4 $ 가 다음 조건을 만족시키도록 하는 두 정수  $ a, b $ 에 대하여  $ f(1) $의 최댓값을 구하시오. [4점]  모든 실수  $ \alpha $ 에 대하여  $ \lim_{x \to \alpha} \frac{f(2x + 1)}{f(x)} $ 의 값이 존재한다.","21. 함수 \(f(x) x^3 + ax^2 + bx + 4\)가 다음 조건을 만족시키도록 하는 두 정수 \(a, b\)에 대하여 \(f(1)\)의 최댓값을 구하시오. [4점]  모든 실수 \(\alpha\)에 대하여 \(\lim_{x \to \alpha} \frac{f(2x+1)}{f(x)}\)의 값이 존재한다.","21. 함수  \(f(x) x^{3}+ax^{2}+bx+4\)  가 다음 조건을 만족시키도록 하는 두 정수 a, b 에 대하여  \(f(1)\) 의 최댓값을 구하시오. [4점] 모든 실수  \(\alpha\) 에 대하여  \(\lim_{x \to \alpha} \frac{f(2x+1)}{f(x)}\) 의 값이 존재한다.","21. 함수 $ f(x)=x^{3}+ax^{2}+bx+4 $ 다음 조건을 만족시키도록 하는 두 정수 $ a,b $에 대하여 $ f(1) $의 최대값을 구하시오. [4점]  모든 실수 $ \alpha $에 대하여 $\lim_{x\to \alpha}\frac{f(2x+1)}{f(x)} $의 값이 존재한다.<|user|>"
"2025_odd_common_22","22. 모든 항이 정수이고 다음 조건을 만족시키는 모든 수열 $\{a_n\}$에 대하여 $|a_1|$의 값의 합을 구하시오. [4점]  > (가) 모든 자연수 $n$에 대하여 $$a_{n+1} = \begin{cases} a_n - 3 & (|a_n| \text{이 홀수인 경우}) \\ \frac{1}{2}a_n & (a_n = 0 \text{ 또는 } |a_n| \text{이 짝수인 경우}) \end{cases}$$이다.  > (나) $|a_m| = |a_{m+2}|$인 자연수 $m$의 최솟값은 3이다.","22. 모든 항이 정수이고 다음 조건을 만족시키는 모든 수열  {a_{n}}에 대하여 |a_{1}|의 값의 합을 구하시오. [4점]  (가) 모든 자연수 n에 대하여  $a_{n+1}=\left\{\begin{array}{ll}a_{n}-3&\left(\left|a_{n}\right|\circ\text{흘수인 경우}\right)\\\frac{1}{2}a_{n}&\left(a_{n}=0\text{ 또는 }\left|a_{n}\right|\circ\text{ 찍수인 경우}\right)\end{array}\right.$  (나)  $ |a_m| = |a_{m+2}| $ 인 자연수  $ m $의 최숙값은 3이다.","22. 모든 항이 정수이고 다음 조건을 만족시키는 모든 수열 \(\{a_n\}\)에 대하여 \(|a_1|\)의 값의 합을 구하시오. [4점]  (가) 모든 자연수 \(n\)에 대하여  \[ a_{n+1} \begin{cases} a_n - 3 & (|a_n| \text{이 } \text{홀수인 경우}) \\ \frac{1}{2}a_n & (a_n 0 \text{ 또는 } |a_n| \text{이 짝수인 경우}) \end{cases} \] 이다.  (나) \(|a_m| |a_{m+2}|\)인 자연수 \(m\)의 최솟값은 3이다.","22. 모든 항이 정수이고 다음 조건을 만족시키는 모든 수열 \(\{a_n\}\)에 대하여 \(|a_1|\)의 값의 합을 구하시오. [4점] (가) 모든 자연수 n에 대하여 \[ a_{n+1} \left\{\begin{aligned}&a_{n}-3\quad(|a_{n}|\text{이} \text{흘수인 경우})\\&\frac{1}{2}a_{n}\quad(a_{n} 0 \text{ 또는 }|a_{n}|\text{이 짝수인 경우})\\&\text{이다.}\end{aligned}\right. \]  (나)  \(|a_{m}| |a_{m+2}|\)  인 자연수 m의 최솟값은 3이다.","22. 모든 항이 정수이고 다음 조건을 만족시키는 모든 수열 $\{a_{n}\}$에 대하여 $|a_{1}|$의 값의 항을 구하시오. [4점]  (가) 모든 자연수 $n$에 대하여 $a_{n+1} = \left\{ \begin{array}{l l} a_{n} - 3 & \left( |a_{n}| \text{이 확수인 경우}\right) \\ \frac{1}{2} a_{n} & \left( a_{n} = 0 \text{ 모든 } |a_{n}| \text{이 절수인 경우}\right) \end{array} \right.$ 이다.  (나) $|a_{m}| = |a_{m+2}|$인 자연수 $m$의 최속값은 3이다.<|user|>"
"2025_odd_probalitity_23","23. 다항식 $(x^3 + 2)^5$의 전개식에서 $x^6$의 계수는? [2점]  ① 40 ② 50 ③ 60 ④ 70 ⑤ 80","23. 다항식  $ (x^{3}+2)^{5} $ 의 전개식에서  $ x^{6} $ 의 계수는? [2점]  ① 40 ② 50 ③ 60 ④ 70 ⑤ 80","23. 다항식 \((x^3 + 2)^5\) 의 전개식에서 \(x^6\) 의 계수는? [2점]  ① 40 ② 50 ③ 60 ④ 70 ⑤ 80","23. 다항식  \((x^{3} + 2)^{5}\) 의 전개식에서  \(x^{6}\) 의 계수는? [2점] ① 40 ② 50 ③ 60 ④ 70 ⑤ 80","23. 다항식 $(x^{3}+2)^{5}$ 의 전개식에서 $x^{6}$ 의 계수는? [2점] $\textcircled{1}$ 40 $\textcircled{2}$ 50 $\textcircled{3}$ 60 $\textcircled{4}$ 70 $\textcircled{5}$ 80<|user|>"
