"prob_id","GT","paddle","DeepSeek-OCR","DeepSeek-OCR2","GLM"
"2024_odd_common_11","11. 공차가 0이 아닌 등차수열 $\{a_n\}$에 대하여 $$|a_6| = a_8 \quad \sum_{k=1}^{5} \frac{1}{a_k a_{k+1}} = \frac{5}{96}$$일 때, $\sum\limits_{k=1}^{15}a_k$의 값은? [4점] ① 60 ② 65 ③ 70 ④ 75 ⑤ 80","11. 공차가 0이 아닌 등차수열  $ \{a_n\} $ 에 대하여   $ |a_6| = a_8 $,  $ \sum_{k=1}^5 \frac{1}{a_k a_{k+1}} = \frac{5}{96} $  일 때,  $ \sum_{k=1}^{15} a_k $ 의 값은? [4점]  ① 60  ② 65  ③ 70  ④ 75","11. 공차가 0이 아닌 등차수열 {aₙ}에 대하여  \[ |a_6| a_8, \quad \sum_{k 1}^{5} \frac{1}{a_k a_{k+1}} \frac{5}{96} \] 일 때, \(\sum_{k 1}^{15} a_k\)의 값은? [4점] ① 60  ② 65  ③ 70  ④ 75","11. 공차가 0이 아닌 등차수열  \(\{a_{n}\}\)  에 대하여  \[ |a_6| a_8, \quad \sum_{k 1}^{5} \frac{1}{a_k a_{k+1}} \frac{5}{96} \] 일 때, \(\sum_{k 1}^{15} a_k\) 의 값은? [4점]  ① 60  ② 65  ③ 70  ④ 75","11. 공차가 0이 아닌 등차수열 $ \{a_{n}\} $에 대하여 $ \left|a_{6}\right|=a_{8}, $ $ \sum_{k=1}^{5} \frac{1}{a_{k}a_{k+1}}=\frac{5}{96} $ 일 때, $ \sum_{k=1}^{15} a_{k} $의 값은? [4점] $\textcircled{1}$ 60 $\textcircled{2}$ 65 $\textcircled{3}$ 70 $\textcircled{4}$ 75<|user|>"
"2024_odd_common_12","12. 함수 $f(x) = \dfrac{1}{9}x(x-6)(x-9)$와 실수 $t(0<t<6)$에 대하여 함수 $g(x)$는 $$g(x) = \begin{cases} f(x), & (x < t) \\ -(x - t) + f(t), & (x \ge t) \end{cases}$$이다. 함수 $y=g(x)$의 그래프와 $x$축으로 둘러싸인 영역의 넓이의 최댓값은? [4점] ① $\dfrac{125}{4}$ ② $\dfrac{127}{4}$ ③ $\dfrac{129}{4}$ ④ $\dfrac{131}{4}$ ⑤ $\dfrac{133}{4}$","12. 함수  $ f(x)=\frac{1}{9}x(x-6)(x-9) $ 와 실수  $ t(0<t<6) $에 대하여 함수  $ g(x) $ 는   $$ g\left(x\right)=\left\{\begin{array}{ll}f\left(x\right)&\left(x<t\right)\\-\left(x-t\right)+f\left(t\right)&\left(x\geq t\right)\end{array}\right. $$   이다. 함수  $ y = g(x) $ 의 그래프와  $ x $ 축으로 둘러싸인 영역의 넓이의 최댓값은? [4점]  ①  $ \frac{125}{4} $ ②  $ \frac{127}{4} $ ③  $ \frac{129}{4} $ ④  $ \frac{131}{4} $ ⑤  $ \frac{133}{4} $","12. 함수 \(f(x) \frac{1}{9}x(x-6)(x-9)\)와 실수 \(t\) (\(0 < t < 6\))에 대하여  함수 \(g(x)\)는  \[ g(x) \begin{cases} f(x) & (x < t) \\ -(x-t) + f(t) & (x \geq t) \end{cases} \] 이다. 함수 \(y g(x)\)의 그래프와 \(x\) 축으로 둘러싸인 영역의 넓이의 최댓값은? [4점]  \[ ① \quad \frac{125}{4} \quad ② \quad \frac{127}{4} \quad ③ \quad \frac{129}{4} \quad ④ \quad \frac{131}{4} \quad ⑤ \quad \frac{133}{4} \]","12. 함수  \(f(x) \frac{1}{9}x(x-6)(x-9)\)  와 실수  \(t(0<t<6)\) 에 대하여 합수  \(g(x)\) 는 \[ g(x) \left\{\begin{aligned}&f(x)&&(x<t)\\ &-&(x-t)+f(t)&&(x\geq t)\end{aligned}\right. \]  이다. 함수  \(y g(x)\) 의 그래프와 x축으로 둘러싸인 영역의 넓이의 최댓값은? [4점] \[ \textcircled{1}\quad\frac{125}{4}\quad\textcircled{2}\quad\frac{127}{4}\quad\textcircled{3}\quad\frac{129}{4}\quad\textcircled{4}\quad\frac{131}{4}\quad\textcircled{5}\quad\frac{133}{4} \]","12. 함수 $ f(x)=\frac{1}{9} x(x-6)(x-9)$와 실수 $ t(0<t<6)$에 대하여 함수 $ g(x)$는  $ g(x)=\left\{\begin{array}{ll}f(x)&(x<t)\\-(x-t)+f(t)&(x\ge t)\end{array}\right.$  이다. 함수 $ y=g(x)$의 그래프와 $ x$축으로 돌려살인 영역의 넘이의 최대값은? [4점]  $\textcircled{1}$ $\frac{125}{4}$ $\textcircled{2}$ $\frac{127}{4}$ $\textcircled{3}$ $\frac{129}{4}$ $\textcircled{4}$ $\frac{131}{4}$ $\textcircled{5}$ $\frac{133}{4}$<|user|>"
"2024_odd_common_13","13. 그림과 같이 $$\overline{\mathrm{AB}}=3,\quad \overline{\mathrm{BC}}=\sqrt{13},\quad \overline{\mathrm{AD}}\times \overline{\mathrm{CD}}=9,\quad \angle \mathrm{BAC}=\frac{\pi}{3}$$인 사각형 $\mathrm{ABCD}$가 있다. 삼각형 $\mathrm{ABC}$의 넓이를 $S_1$, 삼각형 $\mathrm{ACD}$의 넓이를 $S_2$라 하고, 삼각형 $\mathrm{ACD}$의 외접원의 반지름의 길이를 $R$이라 하자. $S_2=\dfrac{5}{6}S_1$일 때, $\dfrac{R}{\sin ({\angle{\mathrm{ADC}}})}$의 값은? [4점] ① $\dfrac{54}{25}$ ② $\dfrac{117}{50}$ ③ $\dfrac{63}{25}$ ④ $\dfrac{27}{10}$ ⑤ $\dfrac{72}{25}$","13. 그림과 같이   $$ \overline{AB}=3,\quad\overline{BC}=\sqrt{13},\quad\overline{AD}\times\overline{CD}=9,\quad\angle BAC=\frac{\pi}{3} $$   인 사각형 ABCD가 있다. 삼각형 ABC의 넓이를  $ S_{1} $,  삼각형 ACD의 넓이를  $ S_{2} $라 하고, 삼각형 ACD의 외접원의  반지름의 길이를 R이라 하자.   $ S_2 = \frac{5}{6} S_1 \text{ 일 때, } \frac{R}{\sin(\angle ADC)} \text{ 의 값은? [4점]}  $  <div style=""text-align: center;""><img src=""imgs/img_in_image_box_374_722_892_1198.jpg"" alt=""Image"" width=""43%"" /></div>   ①  $ \frac{54}{25} $ ②  $ \frac{117}{50} $ ③  $ \frac{63}{25} $ ④  $ \frac{27}{10} $ ⑤  $ \frac{72}{25} $","## 13. 그림과 같이  \[ \overline{AB} 3, \quad \overline{BC} \sqrt{13}, \quad \overline{AD} \times \overline{CD} 9, \quad \angle BAC \frac{\pi}{3} \] 인 사각형 ABCD가 있다. 삼각형 ABC의 넓이를 \(S_1\), 삼각형 ACD의 넓이를 \(S_2\)라 하고, 삼각형 ACD의 외접원의 반지름의 길이를 \(R\)이라 하자.  \[ S_2 \frac{5}{6} S_1 \text{일 때, } \frac{R}{\sin(\angle ADC)} \text{의 값은? [4점]} \]","## 13. 그림과 같이 \[ \overline{AB} 3,\quad\overline{BC} \sqrt{13},\quad\overline{AD}\times\overline{CD} 9,\quad\angle BAC \frac{\pi}{3} \]  인 사각형 ABCD가 있다. 삼각형 ABC의 넓이를  \(S_{1}\) , 삼각형 ACD의 넓이를  \(S_{2}\)  라 하고, 삼각형 ACD의 외접원의 반지름의 길이를 R 이라 하자. \(S_{2} \frac{5}{6}S_{1}\)  일 때,  \(\frac{R}{\sin(\angle ADC)}\)  의 값은? [4점] ①  \(\frac{54}{25}\)  ②  \(\frac{117}{50}\)  ③  \(\frac{63}{25}\)  ④  \(\frac{27}{10}\)  ⑤  \(\frac{72}{25}\)","13. 그림과 같이  $\overline{AB} = 3, \overline{BC} = \sqrt{13}, \overline{AD} \times \overline{CD} = 9, \angle BAC = \frac{\pi}{3}$  인 사각형 ABCD가 있다. 삼각형 ABC의 네이를 $S_1$, 삼각형 ACD의 네이를 $S_2$라 하고, 삼각형 ACD의 외접원의 반지름의 길이를 $R$이라 하자.  $S_2 = \frac{5}{6} S_1$ 일 때, $\frac{R}{\sin(\angle ADC)}$의 값은? [4점]  $\textcircled{1}$ $\frac{54}{25}$ $\textcircled{2}$ $\frac{117}{50}$ $\textcircled{3}$ $\frac{63}{25}$ $\textcircled{4}$ $\frac{27}{10}$ $\textcircled{5}$ $\frac{72}{25}$<|user|>"
"2024_odd_common_14","14. 두 자연수 $a,\ b$에 대하여 함수 $f(x)$는 $$f(x) = \begin{cases} 2x^3 - 6x + 1, & (x \le 2) \\ a(x - 2)(x - b) + 9, & (x > 2) \end{cases}$$이다. 실수 $t$에 대하여 함수 $y=f(x)$의 그래프와 직선 $y=t$가 만나는 점의 개수를 $g(t)$라 하자. $$g(k) + \lim_{t \to k^-} g(t) + \lim_{t \to k^+} g(t) = 9$$를 만족시키는 실수 $k$의 개수가 1이 되도록 하는 두 자연수 $a,\ b$의 순서쌍 $(a,\ b)$에  대하여 $a+b$의 최댓값은? [4점] ① 51 ② 52 ③ 53 ④ 54 ⑤ 55","14. 두 자연수 a, b 에 대하여 함수  $ f(x) $ 는   $$ f\left(x\right)=\left\{\begin{array}{ll}2x^{3}-6x+1&\left(x\leq2\right)\\a\left(x-2\right)\left(x-b\right)+9&\left(x>2\right)\end{array}\right. $$   이다. 실수 t 에 대하여 함수  $ y = f(x) $ 의 그래프와 직선  $ y = t $ 가만나는 점의 개수를  $ g(t) $ 라 하자.   $$ g\left(k\right)+\lim_{t\rightarrow k-}g\left(t\right)+\lim_{t\rightarrow k+}g\left(t\right)=9 $$   를 만족시키는 실수 k의 개수가 1이 되도록 하는 두 자연수  a, b의 순서쌍 (a, b)에 대하여 a+b의 최댓값은? [4점]  ① 51 ② 52 ③ 53 ④ 54 ⑤ 55","14. 두 자연수 \(a, b\)에 대하여 함수 \(f(x)\)는  \[ f(x) \begin{cases} 2x^3 - 6x + 1 & (x \leq 2) \\ a(x-2)(x-b) + 9 & (x > 2) \end{cases} \] 이다. 실수 \(t\)에 대하여 함수 \(y f(x)\)의 그래프와 직선 \(y t\)가 만나는 점의 개수를 \(g(t)\)라 하자.  \[ g(k) + \lim_{t \to k-} g(t) + \lim_{t \to k+} g(t) 9 \] 를 만족시키는 실수 \(k\)의 개수가 1이 되도록 하는 두 자연수 \(a, b\)의 순서쌍 \((a, b)\)에 대하여 \(a+b\)의 최댓값은? [4점]  ① 51 ② 52 ③ 53 ④ 54 ⑤ 55","14. 두 자연수 a, b에 대하여 함수 f(x)는 \[ f(x) \left\{\begin{aligned}&2x^{3}-6x+1&(x\leq2)\\ &a(x-2)(x-b)+9&(x>2)\end{aligned}\right. \]  이다. 실수 t에 대하여 함수  \(y f(x)\) 의 그래프와 직선 y  t가 만나는 점의 개수를  \(g(t)\) 라 하자. \[ g(k)+\lim_{t\to k^{-}}g(t)+\lim_{t\to k^{+}}g(t) 9 \]  를 만족시키는 실수 k의 개수가 1이 되도록 하는 두 자연수 a, b의 순서쌍  \((a, b)\) 에 대하여  \(a + b\) 의 최댓값은? [4점] ① 51 ② 52 ③ 53 ④ 54 ⑤ 55","14. 두 자연수 $a, b$에 대하여 함수 $f(x)$는  $f(x) = \left\{ \begin{array}{ll} 2x^3 - 6x + 1 & (x \leq 2) \\ a(x - 2)(x - b) + 9 & (x > 2) \end{array} \right.$  이다. 실수 $t$에 대하여 함수 $y = f(x)$의 그래프와 적선 $y = t$가 만나는 적의 개수를 $g(t)$라 하자.  $g(k) + \lim_{t \to k-} g(t) + \lim_{t \to k+} g(t) = 9$  를 만족시키는 실수 $k$의 개수가 1이 되도록 하는 두 자연수 $a, b$의 순서상 $(a, b)$에 대하여 $a + b$의 최대값은? [4점]  $\textcircled{1}$ 51 $\textcircled{2}$ 52 $\textcircled{3}$ 53 $\textcircled{4}$ 54 $\textcircled{5}$ 55<|user|>"
"2024_odd_common_15","15. 첫째항이 자연수인 수열 $\{a_n\}$이 모든 자연수 $n$에 대하여 $$a_{n+1} = \begin{cases} 2^{a_n}, & (a_n \text{이 홀수인 경우}) \\ \dfrac{1}{2} a_n, & (a_n \text{이 짝수인 경우}) \end{cases}$$를 만족시킬 때, $a_6 + a_7 = 3$이 되도록 하는 모든 $a_1$의 값의 합은? [4점] ① 139 ② 146 ③ 153 ④ 160 ⑤ 167","15. 첫째항이 자연수인 수열  $ \{a_n\} $ 이 모든 자연수 n에 대하여   $ a_{n+1} = \begin{cases} 2^{a_n} & (a_n \text{이 홀수인 경우}) \\ \frac{1}{2}a_n & (a_n \text{이 짝수인 경우}) \end{cases} $  를 만족시킬 때,  $ a_6 + a_7 = 3 $ 이 되도록 하는 모든  $ a_1 $의 값의 합은? [4점]  ① 139 ② 146 ③ 153 ④ 160 ⑤ 167","15. 첫째항이 자연수인 수열 {a_n}이 모든 자연수 n에 대하여  \[ a_{n+1} \begin{cases} 2^{a_n} & (a_n \text{이 } \text{홀수인 경우}) \\ \frac{1}{2}a_n & (a_n \text{이 } \text{짝수인 경우}) \end{cases} \] 를 만족시킬 때, \(a_6 + a_7 3\)이 되도록 하는 모든 \(a_1\)의 값의 합은? [4점]  ① 139 ② 146 ③ 153 ④ 160 ⑤ 167","15. 첫째항이 자연수인 수열  \(\{a_{n}\}\)  이 모든 자연수 n에 대하여  \[ a_{n+1} \begin{cases} 2^{a_n} & (a_n \text{이 홀수인 경우}) \\ \frac{1}{2}a_n & (a_n \text{이 짝수인 경우}) \end{cases} \] 를 만족시킬 때, \(a_6 + a_7 3\)이 되도록 하는 모든 \(a_1\)의 값의 합은? [4점]  ① 139  ② 146  ③ 153  ④ 160  ⑤ 167","15. 첫제함이 자연수인 수열 $\{a_n\}$이 모든 자연수 $n$에 대하여  $a_{n+1} = \left\{ \begin{array}{ll} 2^{a_n} & \text{(} a_n \text{이 홍수인 경우)} \\ \frac{1}{2} a_n & \text{(} a_n \text{이 작수인 경우)} \end{array} \right.$  를 만족시킬 때, $a_6 + a_7 = 3$이 되도록 하는 모든 $a_1$의 값의 함은? [4점]  $\textcircled{1}$ 139 $\textcircled{2}$ 146 $\textcircled{3}$ 153 $\textcircled{4}$ 160 $\textcircled{5}$ 167<|user|>"
"2024_odd_common_16","16. 방정식 $3^{x - 8} = \left( \dfrac{1}{27} \right)^x$을 만족시키는 실수 $x$의 값을 구하시오. [3점]","16. 방정식  $ 3^{x-8}=\left(\frac{1}{27}\right)^{x} $ 을 만족시키는 실수  $ x $ 의 값을 구하시오.","16. 방정식 \(3^{x-8} \left(\frac{1}{27}\right)^x\)을 만족시키는 실수 \(x\)의 값을 구하시오.  [3점]","16. 방정식  \(3^{x-8} \left( \frac{1}{27} \right)^x\) 을 만족시키는 실수 x의 값을 구하시오. [3점]","16. 방정식 $ 3^{x-8}=\left(\frac{1}{27}\right)^{x} $을 만족시키는 실수 $ x $의 값을 구하시오. [3점]<|user|>"
"2024_odd_common_17","17. 함수 $f(x)=(x+1)(x^2+3)$에 대하여 $f'(1)$의 값을 구하시오. [3점]","17. 함수  $ f(x)=(x+1)(x^2+3) $ 에 대하여  $ f'(1) $ 의 값을 구하시오.  [3점]","17. 함수 \(f(x) (x+1)(x^2+3)\) 에 대하여 \(f'(1)\) 의 값을 구하시오.  [3점]","17. 함수  \(f(x) (x+1)(x^{2}+3)\)  에 대하여  \(f'(1)\)  의 값을 구하시오. [3점]","17. 함수 $ f ( x ) = ( x + 1 ) \left( x^{2} + 3 \right) $에 대하여 $ f^{\prime} ( 1 ) $의 값을 구하시오. [3점]<|user|>"
"2024_odd_common_18","18. 두 수열 $\{a_n\},\ \{b_n\}$에 대하여 $$\sum_{k=1}^{10} a_k = \sum_{k=1}^{10} (2b_k - 1), \quad \sum_{k=1}^{10} (3a_k + b_k) = 33$$일 때, $\sum\limits_{k=1}^{10} b_k$의 값을 구하시오. [3점]","18. 두 수열  $ \{a_n\} $， $ \{b_n\} $ 에 대하여   $ \sum_{k=1}^{10} a_k = \sum_{k=1}^{10} (2b_k - 1) $， $ \sum_{k=1}^{10} (3a_k + b_k) = 33 $  일 때， $ \sum_{k=1}^{10} b_k $ 의 값을 구하시오. [3점]","18. 두 수열 {aₙ}, {bₙ}에 대하여  \[ \sum_{k 1}^{10} a_k \sum_{k 1}^{10} (2b_k - 1), \quad \sum_{k 1}^{10} (3a_k + b_k) 33 \] 일 때, \(\sum_{k 1}^{10} b_k\)의 값을 구하시오. [3점]","18. 구 수열  \(\{a_{n}\}, \{b_{n}\}\)  에 대하여  \[ \sum_{k 1}^{10} a_k \sum_{k 1}^{10} (2b_k - 1), \quad \sum_{k 1}^{10} (3a_k + b_k) 33 \] 일 때, \(\sum_{k 1}^{10} b_k\) 의 값을 구하시오. [3점]","18. 두 수열 $\{a_{n}\}, \{b_{n}\}$에 대하여  $\sum_{k=1}^{10} a_{k} = \sum_{k=1}^{10} \left(2 b_{k}-1\right), \quad \sum_{k=1}^{10} \left(3 a_{k}+b_{k}\right)=33$  일 때, $\sum_{k=1}^{10} b_{k}$의狱을 구하시오. [3점]<|user|>"
"2024_odd_common_19","19. 함수 $f(x)=\sin\dfrac{\pi}{4}x$라 할 때, $0 \lt x \lt 16$에서 부등식 $$f(2+x)f(2-x) \lt \frac{1}{4}$$을 만족시키는 모든 자연수 $x$의 값의 합을 구하시오. [3점]","19. 함수  $ f(x)=\sin\frac{\pi}{4}x $ 라 할 때, 0 < x < 16 에서 부등식   $ f(2+x)f(2-x)<\frac{1}{4} $  을 만족시키는 모든 자연수  $ x $ 의 값의 합을 구하시오. [3점]","19. 함수 \(f(x) \sin \frac{\pi}{4}x\)라 할 때, \(0 < x < 16\)에서 부등식  \[ f(2+x)f(2-x) < \frac{1}{4} \] 을 만족시키는 모든 자연수 \(x\)의 값의 합을 구하시오. [3점]","19. 함수  \(f(x) \sin\frac{\pi}{4}x\)  라 할 때, 0<x<16에서 부등식 \[ f(2+x)f(2-x)<\frac{1}{4} \]  을 만족시키는 모든 자연수 x 의 값의 합을 구하시오. [3점]","19. 함수 $ f(x)=\sin \frac{\pi}{4} x $라 함 때, $ 0<x<16 $에서 부득식  $ f(2+x)f(2-x)<\frac{1}{4} $  을 만족시키는 모든 자연수 $ x $의 값의 함을 구하시오. [3점]<|user|>"
"2024_odd_common_20","20. $a>\sqrt{2}$인 실수 $a$에 대하여 함수 $f(x)$를 $$f(x)=-x^3+ax^2+2x$$라 하자. 곡선 $y=f(x)$ 위의 점 $\mathrm{O}(0,0)$에서의 접선이 곡선 $y=f(x)$와 만나는 점 중 $\mathrm{O}$가 아닌 점을 $\mathrm{A}$라 하고, 곡선 $y=f(x)$ 위의 점 $\mathrm{A}$에서의 접선이 $x$축과 만나는 점을 $\mathrm{B}$라 하자. 점 $\mathrm{A}$가 선분 $\mathrm{OB}$를 지름으로 하는 원 위의 점일 때, $\overline{\mathrm{OA}} \times \overline{\mathrm{AB}}$의 값을 구하시오. [4점]","20.  $ a > \sqrt{2} $ 인 실수  $ a $ 에 대하여 함수  $ f(x) $ 를   $$ f(x)=-x^{3}+ax^{2}+2x $$   라 하자. 곡선  $ y = f(x) $ 위의 점  $ O(0, 0) $ 에서의 점선이  곡선  $ y = f(x) $ 와 만나는 점 중 0가 아닌 점을 A라 하고,  곡선  $ y = f(x) $ 위의 점 A에서의 점선이 x축과 만나는 점을  B라 하자. 점 A가 선분 OB를 지름으로 하는 원 위의 점일 때,  OA × AB의 각은 구한시오 [A저]","20. \(a > \sqrt{2}\) 인 실수 \(a\)에 대하여 함수 \(f(x)\)를  \[ f(x) -x^3 + ax^2 + 2x \] 라 하자. 곡선 \(y f(x)\) 위의 점 \(O(0,0)\)에서의 접선이  곡선 \(y f(x)\)와 만나는 점 중 \(O\)가 아닌 점을 \(A\)라 하고,  곡선 \(y f(x)\) 위의 점 \(A\)에서의 접선이 \(x\)축과 만나는 점을  B라 하자. 점 A가 선분 OB를 지름으로 하는 원 위의 점일 때,","20.  \(a > \sqrt{2}\)  인 실수 a에 대하여 함수  \(f(x)\) 를  \[ f(x) -x^3 + ax^2 + 2x \] 라 하자. 곡선  \(y f(x)\)  위의 점  \(O(0, 0)\) 에서의 접선이 곡선  \(y f(x)\) 와 만나는 점 중 O가 아닌 점을 A라 하고, 곡선  \(y f(x)\) 위의 점 A에서의 접선이 x축과 만나는 점을 B라 하자. 점 A가 선분 OB를 지름으로 하는 원 위의 접일 때,  \(\overline{OA} \times \overline{AB}\) 의 각은 곡선의 길이를 [A]로","20. $ a > \sqrt{2} $인 실수 $ a $에 대하여 함수 $ f(x) $를  $ f(x)=-x^{3}+ax^{2}+2x $  라 하자. 과선 $ y=f(x) $ 위의 점 $ O(0,0) $에서의 점선이  과선 $ y=f(x) $와 만나는 점 중 $ O $가 아닌 점을 A라 하고,  과선 $ y=f(x) $ 위의 점 $ A $에서의 점선이 $ x $축과 만나는 점을  B라 하자. 점 $ A $가 선분 OB를 지름으로 하는 원 위의 점일 때,  $ \overline{OA} \times \overline{AB} $의 각은 구하시오 [4점]<|user|>"
"2024_odd_common_21","21. 양수 $a$에 대하여 $x \geq -1$에서 정의된 함수 $f(x)$는 $$f(x)= \begin{cases} -x^{2}+6x, & (-1\le x<6)\\ a\log_{4}(x-5) & (x\ge 6) \end{cases}$$이다. $t \geq 0$인 실수 $t$에 대하여 닫힌구간 $[t-1, t+1]$에서의 $f(x)$의 최댓값을 $g(t)$라 하자. 구간 $[0, \infty)$에서 함수 $g(t)$의 최솟값이 5가 되도록 하는 양수 $a$의 최솟값을 구하시오. [4점]","21. 양수 a에 대하여  $ x \geq -1 $ 에서 정의된 함수  $ f(x) $ 는   $$ f(x)=\left\{\begin{array}{ll}-x^{2}+6x&(-1\leq x<6)\\ a\log_{4}(x-5)&(x\geq6)\end{array}\right. $$   이다.  $ t \geq 0 $ 인 실수  $ t $ 에 대하여 닫힌구간  $ [t-1, t+1] $ 에서의  $ f(x) $ 의 최댓값을  $ g(t) $ 라 하자. 구간  $ [0, \infty) $ 에서 함수  $ g(t) $ 의 최숫값이 5가 되도록 하는 양수  $ a $ 의 최숫값을 구하시오. [4점]","21. 양수 \(a\)에 대하여 \(x \ge -1\)에서 정의된 함수 \(f(x)\)는  \[ f(x) \begin{cases} -x^2 + 6x & (-1 \le x < 6) \\ a \log_4(x-5) & (x \ge 6) \end{cases} \] 이다. \(t \ge 0\)인 실수 \(t\)에 대하여 닫힌구간 \([t-1, t+1]\)에서의 \(f(x)\)의 최댓값을 \(g(t)\)라 하자. 구간 \([0, \infty)\)에서 함수 \(g(t)\)의 최솟값이 5가 되도록 하는 양수 \(a\)의 최솟값을 구하시오. [4점]","21. \({}^{a}\) 에 대하여  \(x \geq -1\) 에서 정의된 함수  \(f(x)\) 는 \[ f(x) \left\{\begin{array}{l l}{-x^{2}+6x}&{\quad(-1\leq x<6)}\\ {a\log_{4}(x-5)}&{\quad(x\geq6)}\end{array}\right. \]  이다.  \(t \geq 0\)  일 실수  \(t\)  에 대하여 닫힌구간  \([t-1, t+1]\)  에서의  \(f(x)\) 의 최댓값을  \(g(t)\) 라 하자. 구간  \([0, \infty)\) 에서 함수  \(g(t)\) 의 최솟값이 5가 되도록 하는 양수  \(a\) 의 최솟값을 구하시오. [4점]","21. 양수 $a$에 대하여 $x \geq -1$에서 정의된 함수 $f(x)$는  $f(x) = \left\{ \begin{array}{ll} -x^2 + 6x & (-1 \leq x < 6) \\ a\log_4(x - 5) & (x \geq 6) \end{array} \right.$  이다. $t \geq 0$인 실수 $t$에 대하여 단현구간 $[t - 1, t + 1]$에서의 $f(x)$의 최대값을 $g(t)$라 하자. 구간 $[0, \infty)$에서 함수 $g(t)$의 최대값이 5가 되도록 하는 양수 $a$의 최대값을 구하시오. [4점]<|user|>"
"2024_odd_common_22","22. 최고차항의 계수가 1인 삼차함수 $f(x)$가 다음 조건을 만족시킨다.  > 함수 $f(x)$에 대하여 $$f(k-1)f(k+1) \lt 0$$을 만족시키는 정수 $k$는 존재하지 않는다. $f'\left(-\dfrac{1}{4}\right) = -\dfrac{1}{4},\ f'\left(\dfrac{1}{4}\right) < 0$일 때, $f(8)$의 값을 구하시오. [4점]","22. 최고차항의 계수가 1인 삼차함수  $ f(x) $가 다음 조건을 만족시킨다.  함수  $ f(x) $ 에 대하여  $ f(k-1)f(k+1)<0 $ 을 만족시키는 정수  $ k $는  $ \underline{\text{존재하지 않는다}} $.  $ f'\left(-\frac{1}{4}\right)=-\frac{1}{4} $， $ f'\left(\frac{1}{4}\right)<0 $ 일 때， $ f(8) $의 값을 구하시오. [4점]","22. 최고차하의 계수가 1인 삼차함수 \(f(x)\)가 다음 조건을 만족시킨다.  함수 \(f(x)\)에 대하여  \[ f(k-1)f(k+1) < 0 \] 을 만족시키는 정수 \(k\)는 존재하지 않는다.  \[ f' \left( -\frac{1}{4} \right) -\frac{1}{4}, \quad f' \left( \frac{1}{4} \right) < 0 \text{일 때, } f(8) \text{의 값을 구하시오. [4점]} \]","22. 최고차항의 계수가 1인 삼차함수  \(f(x)\) 가 다음 조건을 만족시킨다. 함수  \(f(x)\)  에 대하여  \(f(k-1)f(k+1)<0\)  을 만족시키는 정수  \(k\) 는 존재하지 않는다. \(f'\left(-\frac{1}{4}\right) -\frac{1}{4},\ f'\left(\frac{1}{4}\right)<0\)  일 때,  \(f(8)\) 의 값을 구하시오. [4점]","22. 최고차항의 계수가 1인 살차항수 $f(x)$가 다음 조건을 만족시키다.  항수 $f(x)$에 대하여 $f(k-1)f(k+1) < 0$ 을 만족시키는 정수 $k$는 증제하지 않는다.  $f' \left(-\frac{1}{4}\right) = -\frac{1}{4}, f' \left(\frac{1}{4}\right) < 0$ 일 때, $f(8)$의 값을 구하시오. [4점]<|user|>"
"2024_odd_probalitity_23","23. 5개의 문자 $x,\ x,\ y,\ y,\ z$를 모두 일렬로 나열하는 경우의 수는? [2점] ① 10 ② 20 ③ 30 ④ 40 ⑤ 50","23. 5개의 문자 x, x, y, y, z를 모두 일렬로 나열하는 경우의 수는? [2점]  ① 10 ② 20 ③ 30 ④ 40 ⑤ 50","23. 5개의 문자 \(x, x, y, y, z\)를 모두 일렬로 나열하는 경우의 수는? [2점]  ① 10 ② 20 ③ 30 ④ 40 ⑤ 50","23. 5개의 문자 x, x, y, y, z를 모두 일렬로 나열하는 경우의 수는? [2점] ① 10 ② 20 ③ 30 ④ 40 ⑤ 50","23. 5개의 문자 x, x, y, y, z를 모두 일련로 나열하는 경우의 수는? [2점] $\textcircled{1}$ 10 $\textcircled{2}$ 20 $\textcircled{3}$ 30 $\textcircled{4}$ 40 $\textcircled{5}$ 50<|user|>"
